
Scenario Summaries

Total of vehicles entered: 6109
Total of vehicles detected: 6109

SECTIONS
Total inferences: 1240
FPR:  1197
FPR2: 1197
ER:   1230,82921826625
CR:   163,632346180538
FPR RATIO:   0,965322580645161
FPR2 RATIO:   0,965322580645161

TRIPS
Total inferences: 1211
FPR:  1169
FPR2: 1185
ER:   1201,82921826625
CR:   157,705646265115
FPR RATIO:   0,965317919075145
FPR2 RATIO:   0,978530140379851

FLOWS
Link	Tail	Head	RealAll	EstAll	RealInfer	EstInfer	ReInf1	Estinf1	ReInf2	Estinf2	ReInf3	Estinf3
0	509	519	505	412	138	137	49	47	68	69	21	21
1	509	539	330	276	75	76	19	21	40	39	16	16
2	519	529	220	197	7	7	0	0	6	6	1	1
3	519	549	410	390,285410216718	147	144,285410216718	52	50	74	72,1801470588235	21	22,1052631578947
4	519	906	327	253,322910216718	83	85,3229102167183	28	28	40	42,1176470588235	15	15,2052631578947
5	529	519	147	142,608320433437	42	42,6083204334365	15	15	16	16,2977941176471	11	11,3105263157895
6	529	539	87	79,2324948400413	31	30,2324948400413	6	5,1578947368421	20	19,5482843137255	5	5,52631578947368
7	539	529	108	81	0	0	0	0	0	0	0	0
8	539	549	340	324,461880804954	85	84,4618808049536	19	20	46	45,3566176470588	20	19,1052631578947
9	539	1114	242	217,770614035088	84	84,7706140350877	22	22,1578947368421	44	43,1916666666667	18	19,4210526315789
10	549	913	379	359,224122807018	107	103,224122807018	25	23,1052631578947	61	59,2583333333333	21	20,8605263157895
11	549	946	158	154,15	54	55,15	7	7	34	34	13	14,15
12	549	1044	410	397,013157894736	157	159,013157894737	59	60,3684210526316	74	73,7	24	24,9447368421053
13	549	1142	183	174,392324561404	50	50,3923245614035	11	12,0526315789474	31	29,1291666666667	8	9,21052631578947
14	906	913	300	256,968034055728	103	104,968034055728	31	31,0526315789474	57	58,6338235294118	15	15,2815789473684
15	906	946	182	158,262770897833	24	25,2627708978328	5	5	16	16,6838235294118	3	3,57894736842105
16	913	943	123	118,437113003096	59	60,437113003096	14	15,1578947368421	33	33,1213235294118	12	12,1578947368421
17	913	1067	157	154,462770897833	52	53,4627708978328	13	13	29	29,8838235294118	10	10,5789473684211
18	913	1100	454	421,121271929825	135	131,121271929825	33	31,2631578947368	75	75,2791666666667	27	24,5789473684211
19	943	913	129	115,69649122807	29	29,6964912280702	3	3	21	22,3333333333333	5	4,36315789473684
20	943	946	362	322,339086687306	77	78,3390866873065	21	21,2105263157895	37	37,1838235294118	19	19,9447368421053
21	946	906	243	243,907894736842	129	129,907894736842	42	42,0526315789474	62	62,2	25	25,6552631578947
22	946	529	354	319,109700722394	93	93,1097007223942	23	22,1052631578947	54	54,3754901960784	16	16,6289473684211
23	946	549	239	231,598452012384	69	71,5984520123839	19	20,3684210526316	39	39,1352941176471	11	12,0947368421053
24	1044	1067	218	218,053108875129	68	70,053108875129	20	21	34	35,1899509803922	14	13,8631578947368
25	1044	1100	370	346,677837977296	93	98,6778379772962	22	23,2631578947368	52	53,4936274509804	19	21,9210526315789
26	1044	1201	250	242,955417956656	127	124,955417956656	53	52,5263157894737	54	51,1764705882353	20	21,2526315789474
27	1067	913	209	199,132507739938	58	58,1325077399381	17	18,2631578947368	28	28,0588235294118	13	11,8105263157895
28	1067	946	415	382,864189886481	174	173,864189886481	58	58,3157894736842	84	82,843137254902	32	32,7052631578947
29	1067	1044	203	190,418421052632	91	90,4184210526316	25	24,1052631578947	51	50	15	16,3131578947368
30	1067	1142	347	334,114241486068	107	110,114241486068	18	18,3157894736842	67	69,2352941176471	22	22,5631578947368
31	1075	943	261	225,598464912281	59	59,5984649122807	20	19,0526315789474	29	30,3958333333333	10	10,15
32	1075	1067	409	383,567156862745	148	146,567156862745	30	31	95	92,2171568627451	23	23,35
33	1075	1100	110	86,5	4	5,5	0	0	4	5,5	0	0
34	1100	1075	162	152,998955108359	42	41,9989551083591	8	7,05263157894737	24	24,4463235294118	10	10,5
35	1100	1176	198	198,600154798762	77	80,6001547987616	19	19,4736842105263	48	50,8264705882353	10	10,3
36	1114	1044	346	308,975619195047	98	100,975619195046	30	30,3157894736842	44	45,0308823529412	24	25,628947368421
37	1114	1142	166	142,461880804954	37	37,4618808049536	9	10	24	23,3566176470588	4	4,10526315789474
38	1142	529	351	330,731114551083	122	121,731114551084	34	34,0526315789474	66	65,4705882352941	22	22,2078947368421
39	1142	549	199	196,433862229102	62	62,4338622291022	8	8,1578947368421	40	38,4154411764706	14	15,8605263157895
40	1142	1114	166	156,666885964912	60	62,6668859649123	17	18,1578947368421	26	27,1958333333333	17	17,3131578947368
41	1176	1067	380	339,446323529412	157	157,446323529412	53	52	71	71,8463235294118	33	33,6
42	1176	1100	162	144,3	12	12,3	1	1	9	9	2	2,3
43	1176	1201	264	225,187164602683	47	49,1871646026832	21	21,4736842105263	18	19,3134803921569	8	8,4
44	1189	1075	323	290,666666666667	84	84,6666666666667	28	29	41	41,6666666666667	15	14
45	1189	1176	365	320,333333333333	98	97,3333333333333	43	42	37	36,3333333333333	18	19
46	1201	1044	163	156,279166666667	21	22,2791666666667	5	6	14	14,1291666666667	2	2,15
47	1201	1142	323	294,863415892673	98	96,8634158926728	28	27	48	47,3607843137255	22	22,5026315789474
Thanks for chose TyggerSoftware Inc. 2017
