
Scenario Summaries

Total of vehicles entered: 6052
Total of vehicles detected: 6052

SECTIONS
Total inferences: 5095
FPR:  4905
FPR2: 4905
ER:   5027,86236503258
CR:   1506,62089021686
FPR RATIO:   0,962708537782139
FPR2 RATIO:   0,962708537782139

TRIPS
Total inferences: 3626
FPR:  3463
FPR2: 3494
ER:   3558,86236862953
CR:   768,637182789517
FPR RATIO:   0,955046883618312
FPR2 RATIO:   0,963596249310535

FLOWS
Link	Tail	Head	RealAll	EstAll	RealInfer	EstInfer	ReInf1	Estinf1	ReInf2	Estinf2	ReInf3	Estinf3
0	509	514	433	326,569846774795	237	232,569846774795	67	66,999999786164	139	135,56984698885	31	29,9999999997808
1	509	524	265	229,430153225205	176	180,430153225205	45	45,000000213836	91	94,4301530111499	40	41,0000000002192
2	514	519	575	494,777997848999	409	406,777997848999	108	107,904234008647	236	227,92732407507	65	70,9464397652814
3	519	534	516	466,835089730809	371	367,835089730809	91	86,3002257619595	217	214,235359393664	63	67,2995045751844
4	519	924	398	310,94290811819	246	246,94290811819	63	67,6040082466875	142	136,691964681406	41	42,6469351900969
5	524	539	354	327,968117071288	289	288,968117071288	65	65,9206146152007	154	150,483660144714	70	72,5638423113734
6	529	514	321	291,208151074204	223	225,208151074204	53	54,9042342224829	113	111,35747708622	57	58,9464397655006
7	529	524	341	289,537963846083	216	211,537963846083	57	57,9206144013647	115	107,053507133564	44	46,5638423111543
8	534	529	465	408,361006030374	303	303,361006030375	66	67,8520588723287	173	169,945104407801	64	65,5638427502449
9	534	549	578	551,849940822672	500	502,849940822671	143	142,577853551168	281	276,713061094395	76	83,5590261771079
10	539	544	340	319,277470187404	240	244,277470187404	47	47,242125428732	145	148,25740536226	48	48,7779393964122
11	539	1124	329	282,690646883884	237	232,690646883884	68	69,6784891864687	111	103,226254782454	58	59,7859029149613
12	544	529	395	370,385108889913	293	290,385108889913	80	80,9727897515189	156	149,465879811984	57	59,94643932641
13	544	549	499	493,062289416461	409	427,062289416461	67	73,5757870885841	243	244,815853185684	99	108,670649142194
14	549	922	530	515,029079430301	442	453,0290794303	93	95,0025487954481	250	250,451386518899	99	107,575144115953
15	549	1054	571	553,883150808833	473	482,883150808832	120	124,151091844304	281	278,07752776118	72	80,6545312033487
16	906	939	347	310,787929371519	272	276,787929371518	76	78,6997746482656	146	140,786546891122	50	57,3016078321308
17	906	976	276	204,997570741004	138	143,997570741004	29	32,0385011652093	81	83,0005858673479	28	28,9584837084463
18	913	919	298	260,084482806217	208	203,084482806217	51	50,5116410234619	116	112,145283463684	41	40,4275583190714
19	913	1093	575	564,603388889632	513	526,603388889633	133	136,247952033996	279	280,019922385383	101	110,335514470254
20	919	943	347	319,764010960734	300	296,764010960734	83	82,2887300867119	151	148,433150483347	66	66,0421303906741
21	922	913	526	499,75507970128	446	448,75507970128	114	116,75911296937	238	236,334577439098	94	95,6613892928117
22	922	946	512	469,601730037884	415	429,601730037884	92	96,2374284162254	237	239,128319353747	86	94,2359822679112
23	924	906	491	440,785500112522	366	376,785500112522	95	101,738275813475	199	193,78713275847	72	81,2600915405771
24	939	913	424	399,93279199457	341	346,932791994571	74	75,0004800880874	192	187,830628409969	75	84,1016834965139
25	939	946	518	473,616719078684	362	363,616719078685	102	106,026525812099	203	198,389654831848	57	59,2005384347374
26	943	939	374	340,761581701737	279	281,761581701737	68	70,3272312519211	148	149,433736350695	63	62,0006140991205
27	943	976	294	241,002429258996	200	194,002429258996	57	54,9614988347907	95	89,9994141326521	48	49,0415162915537
28	946	924	397	343,842591994332	266	275,842591994331	72	74,1342675667874	137	136,095168077064	57	65,6131563504802
29	946	534	558	524,375857122237	461	467,375857122237	117	123,129686661537	265	261,422806108531	79	82,8233643521684
30	1044	1088	566	534,525347183873	484	484,525347183873	125	128,095675626967	266	264,011849017284	93	92,4178225396215
31	1044	1169	401	355,951829590555	294	291,951829590555	92	88,6084011582288	147	145,930434598477	55	57,4129938338493
32	1054	1044	547	516,978486182246	478	481,978486182245	129	127,045470719587	264	265,495337259379	85	89,4376782032793
33	1054	1142	462	445,985531027926	375	387,985531027926	70	81,3217162931245	232	227,293682842156	73	79,3701318926459
34	1067	922	602	548,327730308864	477	483,327730308864	119	123,993992590148	267	266,011510273946	91	93,3222274447698
35	1067	1054	511	482,08086640134	438	445,080866401339	88	94,2160951684077	262	259,711492340355	88	91,1532788925765
36	1075	919	401	366,679528154516	303	304,679528154517	95	94,77708906325	144	144,287867019664	64	65,6145720716028
37	1075	1093	432	379,865459439186	331	328,865459439185	66	66,9907676433457	210	206,874588722486	55	55,0001030733535
38	1088	1067	553	511,950722958015	458	472,950722958016	110	121,773203381458	254	254,855359160254	94	96,3221604163037
39	1088	1100	446	406,804081927992	356	348,804081927992	79	71,5748776090115	214	216,133506471515	63	61,0956978474657
40	1093	1067	525	483,457873752187	447	445,457873752187	83	82,436884377097	279	275,867643454047	85	87,1533459210426
41	1093	1100	518	498,010974576632	409	422,010974576632	117	121,801835300244	219	218,026867653822	73	82,1822716225652
42	1100	1107	381	349,525446635626	281	281,525446635626	73	70,8017953101085	153	153,108936847259	55	57,6147144782584
43	1100	1184	370	342,289609868998	304	309,289609868998	88	88,5749175991474	158	159,051437278078	58	61,6632549917725
44	1107	1075	452	428,544987593702	391	390,544987593702	103	102,767856706596	212	209,16245574215	76	78,6146751449563
45	1114	1133	389	345,189217323309	297	297,189217323309	80	80,7578911414098	146	145,19907846395	71	71,2322477179496
46	1114	1194	291	242,172242579153	197	197,172242579153	55	58,5881664270975	98	90,6602866047337	44	47,9237895473218
47	1124	1114	361	341,361459902462	312	312,361459902462	82	86,3460575685073	151	142,859365068683	79	83,1560372652713
48	1133	1044	475	428,498690592182	366	360,498690592182	106	107,658606065609	181	175,446946356382	79	77,3931381701916
49	1133	1142	484	452,855210109622	365	367,855210109622	80	77,6523035002851	206	200,363755079481	79	89,8391515298558
50	1142	544	492	481,16992811897	432	443,16992811897	95	102,306451411371	234	227,024327635408	103	113,839149072192
51	1142	1124	342	305,670813018578	228	232,670813018578	45	47,6675683820386	134	131,633110286229	49	53,37013435031
52	1169	1201	442	395,992440799342	331	327,992440799342	102	95,9648519973867	176	172,951336367179	53	59,0762524347759
53	1176	1088	458	409,229457702135	349	356,229457702135	82	84,2524053635023	202	205,977016614485	65	66,0000357241479
54	1176	1169	405	342,040611208787	252	251,040611208787	71	67,3564508391579	152	151,020901768702	29	32,6632586009266
55	1184	1176	521	485,270068910922	417	423,270068910922	124	122,60885620266	231	235,997918383187	62	64,6632943250746
56	1189	1107	275	228,019540958076	188	187,019540958076	51	51,9660613964872	102	100,053518894891	35	34,9999606666979
57	1189	1184	353	280,980459041924	206	206,980459041924	60	59,0339386035128	112	113,946481105109	34	34,0000393333021
58	1201	1133	366	332,164683378495	271	268,164683378495	70	68,5530184244842	140	134,611622971913	61	65,0000419820978
59	1201	1194	245	185,827757420847	123	122,827757420847	39	36,4118335729025	72	73,3397133952663	12	13,0762104526782
Thanks for chose TyggerSoftware Inc. 2017
