MAC; alternativas; MasProb; Elección; MaxProb; ElecProb; velocidad
4; 2; 0; 0; 0,999999999827465; 0,999999999827465; 7,49476802650248
21; 2; 0; 0; 0,999999996633348; 0,999999996633348; 12,823902347215
21; 2; 0; 0; 1; 1; 11,3156469339726
22; 2; 0; 0; 0,999999999902771; 0,999999999902771; 9,62395601607422
32; 10; 0; 0; 0,999999997469929; 0,999999997469929; 11,2809050151125
37; 2; 0; 0; 1; 1; 11,3088862943217
46; 10; 0; 0; 0,999999999724741; 0,999999999724741; 16,9470723722402
54; 2; 0; 0; 0,999999999982735; 0,999999999982735; 16,9650668849204
58; 2; 0; 0; 1; 1; 15,0729628076998
66; 2; 0; 0; 1; 1; 13,5139492513601
68; 2; 0; 0; 0,999999998546093; 0,999999998546093; 11,3114315892609
69; 10; 3; 0; 0,969744113187819; 0; 16,9640316903657
70; 2; 0; 0; 1; 1; 15,0875436081619
71; 2; 0; 0; 1; 1; 8,99431950686108
71; 18; 0; 0; 1; 1; 6,43226712878928
74; 12; 0; 0; 1; 1; 16,9671473838911
77; 2; 0; 0; 0,999999890294366; 0,999999890294366; 9,69475096105078
77; 2; 0; 0; 1; 1; 8,97936163318236
86; 2; 0; 0; 1; 1; 15,0806012758008
89; 2; 0; 0; 1; 1; 7,49872585982556
92; 2; 0; 0; 0,999999999180152; 0,999999999180152; 13,4227996485425
92; 18; 0; 0; 0,999999394499139; 0,999999394499139; 7,51637768374755
106; 2; 0; 0; 1; 1; 11,308866516884
113; 10; 5; 0; 0,103547870012031; 0,0680691698917188; 16,9661948682121
117; 18; 0; 0; 0,999999999327618; 0,999999999327618; 16,1494337676671
128; 2; 0; 0; 1; 1; 6,41382973795885
128; 2; 0; 0; 1; 1; 9,00613216382448
128; 18; 0; 0; 1; 1; 7,5006905626522
133; 2; 0; 0; 1; 1; 8,94756251807427
138; 10; 0; 0; 0,999999999991156; 0,999999999991156; 14,9084030904164
144; 2; 0; 0; 1; 1; 14,9272500400725
146; 16; 0; 0; 1; 1; 11,1823805146803
153; 2; 0; 0; 1; 1; 4,5235466067536
158; 13; 0; 0; 0,999999998415257; 0,999999998415257; 11,1859788881209
158; 2; 0; 0; 1; 1; 5,65444314716083
159; 2; 0; 0; 1; 1; 15,0859156282796
164; 2; 0; 0; 1; 1; 9,00003184788187
164; 2; 0; 0; 1; 1; 6,45423934780781
172; 10; 0; 0; 0,999999999905196; 0,999999999905196; 11,1844056330137
176; 10; 0; 0; 1; 1; 9,61379297546006
176; 19; 0; 0; 1; 1; 12,8978473661432
179; 2; 0; 0; 1; 1; 11,3144367212097
179; 2; 0; 0; 1; 1; 9,03592187391916
191; 10; 0; 0; 0,999999999234783; 0,999999999234783; 12,7817986792346
192; 2; 0; 0; 1; 1; 11,2360689451857
196; 2; 0; 0; 1; 1; 7,45630209839522
196; 2; 0; 0; 1; 1; 14,9143478064963
196; 2; 0; 0; 1; 1; 5,01995659660731
201; 2; 0; 0; 1; 1; 8,99372163220513
213; 2; 0; 0; 1; 1; 7,50002653990156
218; 2; 0; 0; 1; 1; 14,9233378327653
227; 18; 0; 0; 1; 1; 11,2633920713053
230; 2; 0; 0; 1; 1; 11,192503374574
231; 2; 0; 0; 0,999999999765597; 0,999999999765597; 13,5720535079363
235; 2; 0; 0; 1; 1; 8,94756251807427
235; 10; 0; 0; 0,99999887998039; 0,99999887998039; 13,5712253522925
238; 2; 0; 0; 0,999999999965041; 0,999999999965041; 8,94861373918418
242; 10; 0; 0; 1; 1; 13,4449501666213
244; 2; 0; 0; 0,999999999779887; 0,999999999779887; 13,5720535079363
244; 18; 0; 0; 1; 1; 13,4228080654713
257; 10; 0; 0; 0,999999999717185; 0,999999999717185; 14,9602882467209
257; 18; 0; 0; 1; 1; 8,99053297237226
257; 2; 0; 0; 1; 1; 11,2386821543238
259; 20; 0; 0; 1; 1; 11,2483674254256
263; 2; 0; 0; 1; 1; 9,65282089382861
268; 2; 0; 0; 1; 1; 4,82595776677148
268; 18; 0; 0; 1; 1; 7,50892804753687
269; 2; 0; 0; 1; 1; 6,46539241211985
273; 2; 0; 0; 1; 1; 15,0784886891787
277; 15; 0; 0; 1; 1; 7,5429578141181
277; 2; 0; 0; 1; 1; 9,00003184788187
295; 2; 0; 0; 1; 1; 11,1954375300543
301; 2; 0; 0; 1; 1; 14,8906424705371
302; 10; 3; 0; 0,969744113187819; 0; 16,9640316903657
304; 2; 0; 0; 1; 1; 11,192503374574
321; 10; 0; 0; 1; 1; 7,48607172928209
321; 10; 2; 0; 0,78778929767074; 0; 13,5729558945697
332; 2; 0; 0; 0,999999999914518; 0,999999999914518; 13,5737179071131
332; 2; 0; 0; 1; 1; 14,9201089239514
333; 2; 0; 0; 0,999999998517594; 0,999999998517594; 11,3114315892609
336; 2; 0; 0; 1; 1; 16,9671473838914
340; 10; 0; 0; 1; 1; 13,5732854008307
351; 26; 0; 0; 1; 1; 7,54071411158607
352; 12; 0; 0; 1; 1; 13,5737179071129
358; 2; 0; 0; 1; 1; 14,9201089239514
362; 2; 0; 0; 1; 1; 4,97086806559682
362; 3; 0; 0; 1; 1; 11,2159778067974
362; 10; 0; 0; 1; 1; 6,42210408819501
363; 10; 0; 0; 0,999999993584489; 0,999999993584489; 11,2709013206505
365; 23; 2; 0; 0,664102474280453; 0,0170723066409063; 8,981550341806
372; 25; 0; 0; 0,999999974320912; 0,999999974320912; 9,93929750353649
372; 2; 0; 0; 1; 1; 5,65782885306071
372; 2; 0; 0; 1; 1; 16,9450753343811
377; 2; 0; 0; 1; 1; 11,2907570716513
379; 10; 0; 0; 1; 1; 11,2128235288417
379; 15; 0; 0; 1; 1; 11,2734819872138
380; 2; 0; 0; 1; 1; 6,42210408790929
383; 10; 0; 0; 1; 1; 11,225415593632
386; 2; 0; 0; 1; 1; 15,0543427622017
386; 10; 0; 0; 0,999999718807982; 0,999999718807982; 9,58772004676521
386; 2; 0; 0; 1; 1; 6,42300944819494
396; 2; 0; 0; 1; 1; 5,02918120272063
400; 2; 0; 0; 1; 1; 9,59269324546084
400; 2; 0; 0; 1; 1; 15,0729628076998
402; 23; 1; 0; 0,392862517804348; 0,0111509836589817; 11,2498030508982
408; 10; 0; 0; 1; 1; 11,2160918047034
412; 10; 0; 0; 1; 1; 11,2291075939231
416; 16; 0; 0; 1; 1; 15,0806026565927
427; 2; 0; 0; 1; 1; 9,04836076548046
428; 2; 0; 0; 1; 1; 15,0806243999459
429; 10; 0; 0; 1; 1; 8,41082012349715
434; 2; 0; 0; 0,999999999997092; 0,999999999997092; 13,4251469729267
439; 19; 0; 0; 1; 1; 7,50824897048601
439; 10; 0; 0; 1; 1; 8,94484340248089
443; 2; 0; 0; 1; 1; 15,0543427622017
445; 18; 1; 0; 1; 0; 13,4319692784718
454; 10; 0; 0; 1; 1; 7,47739453646893
454; 16; 0; 0; 1; 1; 9,04836071750884
455; 16; 0; 0; 1; 1; 7,46931728189273
455; 2; 0; 0; 1; 1; 6,16184557613859
463; 10; 0; 0; 0,999999997584192; 0,999999997584192; 11,2194239950308
468; 10; 0; 0; 0,999999976376812; 0,999999976376812; 11,2202161850406
468; 2; 0; 0; 1; 1; 5,62098879308749
473; 2; 0; 0; 1; 1; 14,8906424705371
475; 2; 0; 0; 1; 1; 14,9233378327653
477; 18; 0; 0; 1; 1; 6,42916333941617
477; 17; 0; 0; 1; 1; 7,50969682352838
482; 2; 0; 0; 1; 1; 14,9098406862405
482; 2; 0; 0; 1; 1; 16,767752841279
484; 2; 0; 0; 1; 1; 15,0806011958217
484; 2; 0; 0; 1; 1; 15,0598697898653
495; 24; 3; 0; 0,783758073796676; 0; 18,0958196529066
498; 2; 0; 0; 0,999999999939291; 0,999999999939291; 11,1876224774389
509; 2; 0; 0; 1; 1; 11,2386821538413
510; 10; 0; 0; 0,999999631768178; 0,999999631768178; 9,62822186137679
520; 2; 0; 0; 1; 1; 11,178501894186
521; 10; 0; 0; 1; 1; 7,49432182880547
524; 2; 0; 0; 1; 1; 11,192503374574
528; 18; 0; 0; 0,999999996299999; 0,999999996299999; 14,1307545467087
537; 19; 0; 0; 1; 1; 6,4356419747023
541; 2; 0; 0; 1; 1; 7,5060469806515
543; 2; 0; 0; 0,999999999790469; 0,999999999790469; 13,5720535079363
546; 2; 0; 0; 1; 1; 14,9144247388608
556; 11; 0; 0; 0,999999997392066; 0,999999997392066; 11,2081270874078
556; 2; 0; 0; 1; 1; 5,62013326717057
558; 2; 0; 0; 1; 1; 11,3104508968663
565; 16; 0; 0; 1; 1; 11,3104519924445
570; 10; 0; 0; 0,999999996478652; 0,999999996478652; 12,5337732347303
576; 18; 0; 0; 0,999999999992453; 0,999999999992453; 18,8404886936684
583; 10; 0; 0; 0,999999999919562; 0,999999999919562; 17,8883881819815
586; 18; 0; 0; 1; 1; 7,50431165025416
591; 16; 0; 0; 1; 1; 3,73465864094637
591; 2; 0; 0; 1; 1; 6,46222073961237
597; 2; 0; 0; 1; 1; 15,0598918115516
602; 2; 0; 0; 1; 1; 11,3144367212097
608; 2; 0; 0; 1; 1; 16,9450753343811
610; 18; 0; 0; 0,999999999935251; 0,999999999935251; 16,1187381531508
612; 2; 0; 0; 1; 1; 11,224202041428
615; 2; 0; 0; 0,999999999422186; 0,999999999422186; 13,4701948806135
616; 2; 0; 0; 1; 1; 11,2907570716513
620; 24; 0; 0; 0,996467936010635; 0,996467936010635; 11,3098872830666
621; 2; 0; 0; 1; 1; 7,52717138110084
629; 2; 0; 0; 1; 1; 11,3104509568506
630; 10; 0; 0; 0,999999997187437; 0,999999997187437; 11,2809050151125
632; 2; 0; 0; 1; 1; 15,0806011958217
647; 10; 0; 0; 1; 1; 6,1441625754565
652; 2; 0; 0; 1; 1; 7,4924547692275
652; 10; 0; 0; 0,999999998318819; 0,999999998318819; 11,1900978945369
652; 2; 0; 0; 1; 1; 5,65782346698632
665; 2; 0; 0; 1; 1; 11,1679818529028
666; 2; 0; 0; 0,999999998043487; 0,999999998043487; 9,58980085888943
671; 2; 0; 0; 1; 1; 8,94756251807427
673; 2; 1; 0; 0,512806993122801; 0,487193006877199; 11,2388365689119
679; 2; 0; 0; 1; 1; 11,1813782398415
684; 13; 0; 0; 0,999999999965481; 0,999999999965481; 18,0986425904348
684; 2; 0; 0; 1; 1; 8,98885515614856
689; 2; 0; 0; 1; 1; 11,3144367212097
689; 2; 0; 0; 1; 1; 5,02616289639289
692; 2; 0; 0; 1; 1; 11,2421520402564
692; 16; 0; 0; 1; 1; 11,3104508968861
703; 2; 0; 0; 1; 1; 4,5235466067536
718; 2; 0; 0; 0,999999999804184; 0,999999999804184; 12,8872016783743
