MAC; alternativas; MasProb; Elección; MaxProb; ElecProb; %linkOK; %linkNO; %DistOK; %DistNO
4; 18; 0; 0; 1; 1; 1; 0; 1; 0
21; 2; 0; 0; 1; 1; 1; 0; 1; 0
32; 20; 0; 0; 1; 1; 1; 0; 1; 0
37; 2; 0; 0; 1; 1; 1; 0; 1; 0
40; 24; 0; 0; 1; 1; 1; 0; 1; 0
47; 10; 0; 0; 1; 1; 1; 0; 1; 0
54; 2; 0; 0; 1; 1; 1; 0; 1; 0
64; 3; 0; 0; 1; 1; 1; 0; 1; 0
68; 21; 0; 0; 1; 1; 1; 0; 1; 0
70; 2; 1; 1; 1; 1; 0; 0; 0,500369451615935; 0,499630548384065
71; 10; 0; 0; 1; 1; 1; 0; 1; 0
74; 21; 0; 0; 1; 1; 1; 0; 1; 0
77; 2; 0; 1; 1; 0; 0; 0; 0,500369451615935; 0,499630548384065
106; 2; 0; 0; 1; 1; 1; 0; 1; 0
109; 20; 0; 0; 1; 1; 1; 0; 1; 0
113; 40; 0; 0; 1; 1; 1; 0; 1; 0
128; 20; 0; 0; 1; 1; 1; 0; 1; 0
158; 22; 2; 2; 1; 1; 0; 1; 0; 1
176; 130; 0; 0; 1; 1; 1; 0; 1; 0
191; 19; 0; 0; 1; 1; 1; 0; 1; 0
198; 3; 0; 0; 1; 1; 1; 0; 1; 0
231; 2; 0; 0; 1; 1; 1; 0; 1; 0
235; 18; 0; 0; 1; 1; 1; 0; 1; 0
244; 2; 0; 0; 1; 1; 1; 0; 1; 0
273; 21; 0; 0; 1; 1; 1; 0; 1; 0
277; 19; 0; 0; 1; 1; 1; 0; 1; 0
281; 10; 0; 0; 1; 1; 1; 0; 1; 0
302; 18; 0; 0; 1; 1; 1; 0; 1; 0
304; 10; 0; 0; 1; 1; 1; 0; 1; 0
321; 40; 0; 0; 1; 1; 1; 0; 1; 0
332; 2; 0; 0; 1; 1; 1; 0; 1; 0
340; 2; 1; 1; 1; 1; 0; 0; 0,334786093832472; 0,665213906167529
341; 21; 0; 0; 1; 1; 1; 0; 1; 0
352; 21; 0; 0; 1; 1; 1; 0; 1; 0
358; 18; 0; 0; 1; 1; 1; 0; 1; 0
362; 3; 0; 0; 1; 1; 1; 0; 1; 0
363; 150; 0; 0; 1; 1; 1; 0; 1; 0
365; 13; 0; 0; 1; 1; 1; 0; 1; 0
371; 2; 0; 0; 1; 1; 1; 0; 1; 0
377; 6; 0; 0; 1; 1; 1; 0; 1; 0
379; 3; 1; 0; 1; 0; 1; 0; 1; 0
380; 3; 0; 0; 1; 1; 1; 0; 1; 0
386; 38; 0; 0; 1; 1; 1; 0; 1; 0
402; 4; 0; 2; 1; 0; 0; 0; 0,555751978789724; 0,444248021210276
412; 2; 0; 0; 1; 1; 1; 0; 1; 0
416; 306; 0; 0; 1; 1; 1; 0; 1; 0
447; 10; 0; 0; 1; 1; 1; 0; 1; 0
454; 21; 0; 0; 1; 1; 1; 0; 1; 0
468; 10; 0; 0; 1; 1; 1; 0; 1; 0
473; 2; 1; 0; 1; 0; 1; 0; 1; 0
477; 200; 0; 0; 1; 1; 1; 0; 1; 0
495; 17; 0; 0; 1; 1; 1; 0; 1; 0
498; 3; 0; 0; 1; 1; 1; 0; 1; 0
503; 2; 0; 1; 1; 0; 0; 0; 0,167778740196937; 0,832221259803063
528; 10; 0; 0; 1; 1; 1; 0; 1; 0
537; 10; 0; 0; 1; 1; 1; 0; 1; 0
543; 2; 0; 0; 1; 1; 1; 0; 1; 0
546; 20; 0; 0; 1; 1; 1; 0; 1; 0
555; 10; 0; 0; 1; 1; 1; 0; 1; 0
556; 19; 0; 0; 1; 1; 1; 0; 1; 0
570; 18; 0; 0; 1; 1; 1; 0; 1; 0
591; 2; 1; 1; 1; 1; 0; 1; 0; 1
615; 4; 0; 0; 1; 1; 1; 0; 1; 0
616; 2; 0; 0; 1; 1; 1; 0; 1; 0
620; 340; 0; 0; 1; 1; 1; 0; 1; 0
621; 2; 0; 0; 1; 1; 1; 0; 1; 0
630; 40; 0; 0; 1; 1; 1; 0; 1; 0
647; 10; 0; 0; 1; 1; 1; 0; 1; 0
652; 26; 5; 3; 1; 0; 0; 0; 0,3340232507444; 0,6659767492556
671; 17; 0; 0; 1; 1; 1; 0; 1; 0
673; 13; 1; 0; 1; 0; 1; 0; 1; 0
679; 2; 1; 0; 1; 0; 1; 0; 1; 0
689; 2; 0; 0; 1; 1; 1; 0; 1; 0
692; 10; 0; 0; 1; 1; 1; 0; 1; 0
718; 10; 0; 0; 1; 1; 1; 0; 1; 0
730; 14; 0; 0; 1; 1; 1; 0; 1; 0
731; 2; 1; 0; 1; 0; 1; 0; 1; 0
734; 10; 0; 0; 1; 1; 1; 0; 1; 0
743; 3; 1; 1; 1; 1; 0; 0; 0,428193131701094; 0,571806868298906
766; 20; 0; 0; 1; 1; 1; 0; 1; 0
778; 19; 0; 0; 1; 1; 1; 0; 1; 0
780; 2; 0; 0; 1; 1; 1; 0; 1; 0
786; 10; 0; 0; 1; 1; 1; 0; 1; 0
787; 2; 0; 0; 1; 1; 1; 0; 1; 0
794; 14; 0; 0; 1; 1; 1; 0; 1; 0
795; 20; 0; 0; 1; 1; 1; 0; 1; 0
817; 2; 0; 0; 1; 1; 1; 0; 1; 0
821; 20; 0; 0; 1; 1; 1; 0; 1; 0
825; 18; 0; 0; 1; 1; 1; 0; 1; 0
827; 26; 0; 0; 1; 1; 1; 0; 1; 0
828; 21; 0; 0; 1; 1; 1; 0; 1; 0
829; 20; 0; 0; 1; 1; 1; 0; 1; 0
830; 36; 0; 0; 1; 1; 1; 0; 1; 0
848; 10; 0; 0; 1; 1; 1; 0; 1; 0
863; 2; 0; 0; 1; 1; 1; 0; 1; 0
874; 21; 0; 0; 1; 1; 1; 0; 1; 0
876; 2; 0; 0; 1; 1; 1; 0; 1; 0
881; 340; 0; 0; 1; 1; 1; 0; 1; 0
882; 10; 0; 0; 1; 1; 1; 0; 1; 0
886; 2; 0; 0; 1; 1; 1; 0; 1; 0
893; 2; 0; 0; 1; 1; 1; 0; 1; 0
894; 10; 0; 0; 1; 1; 1; 0; 1; 0
914; 10; 0; 0; 1; 1; 1; 0; 1; 0
923; 2; 1; 1; 1; 1; 0; 0; 0,444451119043062; 0,555548880956938
956; 4; 0; 0; 1; 1; 1; 0; 1; 0
960; 3; 0; 0; 1; 1; 1; 0; 1; 0
966; 10; 0; 0; 1; 1; 1; 0; 1; 0
975; 16; 0; 0; 1; 1; 1; 0; 1; 0
987; 14; 0; 0; 1; 1; 1; 0; 1; 0
991; 21; 0; 0; 1; 1; 1; 0; 1; 0
1001; 20; 0; 0; 1; 1; 1; 0; 1; 0
1007; 150; 0; 0; 1; 1; 1; 0; 1; 0
1015; 13; 0; 0; 1; 1; 1; 0; 1; 0
1018; 20; 0; 0; 1; 1; 1; 0; 1; 0
1037; 2; 0; 0; 1; 1; 1; 0; 1; 0
1051; 10; 0; 0; 1; 1; 1; 0; 1; 0
1060; 3; 0; 0; 1; 1; 1; 0; 1; 0
1088; 2; 0; 0; 1; 1; 1; 0; 1; 0
1090; 10; 2; 1; 1; 0; 0; 0; 0,285877867126466; 0,714122132873534
1091; 2; 0; 0; 1; 1; 1; 0; 1; 0
1092; 10; 0; 0; 1; 1; 1; 0; 1; 0
1093; 2; 0; 0; 1; 1; 1; 0; 1; 0
1098; 40; 0; 0; 1; 1; 1; 0; 1; 0
1102; 2; 1; 0; 0,5; 0,5; 1; 0; 1; 0
1110; 18; 0; 0; 1; 1; 1; 0; 1; 0
1111; 10; 0; 0; 1; 1; 1; 0; 1; 0
1126; 18; 0; 0; 1; 1; 1; 0; 1; 0
