
Scenario Summaries

Total of vehicles entered: 5461
Total of vehicles detected: 5461

SECTIONS
Total inferences: 1412
FPR:  1121
FPR2: 1121
ER:   1277,83156599485
CR:   293,663341236506
FPR RATIO:   0,793909348441926
FPR2 RATIO:   0,793909348441926

TRIPS
Total inferences: 1342
FPR:  1098
FPR2: 1163
ER:   1208,62690863384
CR:   265,313716451563
FPR RATIO:   0,818181818181818
FPR2 RATIO:   0,866616989567809

FLOWS
Link	Tail	Head	RealAll	EstAll	RealInfer	EstInfer	ReInf1	Estinf1	ReInf2	Estinf2	ReInf3	Estinf3
0	509	519	416	190,222960604851	117	104,222960604851	41	34,0305981325762	59	57,8519219960676	17	12,340440476207
1	509	539	282	188,777039395149	89	101,777039395149	21	27,9694018674238	48	49,1480780039324	20	24,659559523793
2	519	529	205	127,439379218976	16	14,4393792189761	5	5,39434517522313	9	7,31468263047196	2	1,73035141328098
3	519	549	358	232,987271456125	155	148,987271456125	45	36,1656412732008	87	89,6181538554668	23	23,2034763274578
4	519	906	270	100,824194154501	62	59,8241941545011	20	21,4938326341115	28	25,9110279143004	14	12,4193336060892
5	529	519	128	90,0278842247518	32	35,0278842247518	10	10,0232209499593	11	12,9919424041716	11	12,012720870621
6	529	539	72	28,6060124906724	21	18,6060124906724	5	5,39514543692891	13	11,0529944110654	3	2,15787264267812
7	539	529	102	58,8383483256148	0	1,83834832561482	0	0,00723708607588545	0	1,03605078625983	0	0,795060453279105
8	539	549	285	192,453712238433	100	95,4537122384324	22	22,8631374255414	53	49,1343027777126	25	23,4562720351784
9	539	1114	226	149,090991321774	75	88,0909913217745	16	23,4941727927355	42	44,0307188510254	17	20,5660996780135
10	549	913	320	228,800611112364	139	153,800611112364	37	36,2822855862864	73	81,6287779330742	29	35,8895475930032
11	549	946	131	99,2160828757587	49	49,2160828757587	5	7,31938992263081	26	23,7395337618217	18	18,1571591913062
12	549	1044	361	211,77913379048	170	144,779133790481	48	43,5136422352506	92	77,1277421798952	30	24,1377493753349
13	549	1142	169	137,604899383376	55	57,6048993833765	17	15,487748861269	32	33,116194805041	6	9,0009557170664
14	906	913	277	151,968253398964	101	99,9682533989635	29	31,0432600294639	51	47,8588676185181	21	21,0661257509816
15	906	946	165	84,7500144369401	28	28,75001443694	6	6,52610191399418	18	16,8563431849393	4	5,36756933800653
16	913	943	94	51,9019662802978	31	34,9019662802978	6	6,75687039749701	13	16,0763692499998	12	12,068726632801
17	913	1067	140	119,398675425111	64	69,3986754251108	13	14,5465437671718	39	42,8798419569338	12	11,9722897010052
18	913	1100	352	253,005329610603	154	164,005329610604	46	43,7486126651798	75	80,9751752380308	33	39,2815417073932
19	943	913	113	94,485266835917	21	31,485266835917	1	4,65298601581267	16	21,1321139771518	4	5,70016684295256
20	943	946	285	185,09651440864	92	90,0965144086406	27	27,5895708738564	45	40,0534498841017	20	22,4534936506824
21	946	906	210	183,894073681402	119	120,894073681402	34	36,0755293093465	57	53,804182889157	28	31,0143614828989
22	946	529	265	126,610951934325	80	70,6109519343254	18	14,5976925810761	48	44,2338847299607	14	11,7793746232886
23	946	549	204	151,180983671609	93	89,1809836716087	27	25,3019021982412	48	44,1666608891175	18	19,7124205842499
