MAC; alternativas; MasProb; Elección; MaxProb; ElecProb; %linkOK; %linkNO; %DistOK; %DistNO
21; 2; 0; 0; 1; 1; 1; 0; 1; 0
32; 10; 4; 0; 0,1; 0,1; 1; 0; 1; 0
54; 20; 0; 0; 1; 1; 1; 0; 1; 0
68; 3; 0; 0; 1; 1; 1; 0; 1; 0
69; 2; 0; 0; 1; 1; 1; 0; 1; 0
77; 16; 0; 0; 1; 1; 1; 0; 1; 0
89; 11; 0; 0; 1; 1; 1; 0; 1; 0
92; 10; 0; 0; 1; 1; 1; 0; 1; 0
108; 10; 0; 0; 1; 1; 1; 0; 1; 0
113; 10; 4; 0; 0,1; 0,1; 1; 0; 1; 0
148; 10; 0; 0; 1; 1; 1; 0; 1; 0
158; 10; 0; 0; 1; 1; 1; 0; 1; 0
164; 10; 0; 0; 1; 1; 1; 0; 1; 0
172; 2; 0; 0; 1; 1; 1; 0; 1; 0
191; 10; 0; 0; 1; 1; 1; 0; 1; 0
199; 11; 0; 0; 1; 1; 1; 0; 1; 0
207; 10; 0; 0; 1; 1; 1; 0; 1; 0
230; 10; 0; 0; 1; 1; 1; 0; 1; 0
231; 20; 0; 0; 1; 1; 1; 0; 1; 0
235; 16; 0; 0; 1; 1; 1; 0; 1; 0
244; 40; 20; 0; 1; 0; 1; 0; 1; 0
257; 2; 0; 0; 1; 1; 1; 0; 1; 0
302; 3; 0; 0; 1; 1; 1; 0; 1; 0
321; 10; 0; 0; 1; 1; 1; 0; 1; 0
329; 20; 0; 0; 1; 1; 1; 0; 1; 0
333; 3; 0; 0; 1; 1; 1; 0; 1; 0
363; 3; 0; 0; 1; 1; 1; 0; 1; 0
368; 16; 0; 0; 1; 1; 1; 0; 1; 0
372; 10; 0; 0; 1; 1; 1; 0; 1; 0
377; 2; 0; 0; 1; 1; 1; 0; 1; 0
379; 8; 0; 0; 1; 1; 1; 0; 1; 0
386; 10; 0; 0; 1; 1; 1; 0; 1; 0
400; 2; 0; 0; 1; 1; 1; 0; 1; 0
402; 26; 1; 1; 1; 1; 0; 0; 0,499830914844845; 0,500169085155155
416; 2; 0; 0; 1; 1; 1; 0; 1; 0
428; 16; 0; 0; 1; 1; 1; 0; 1; 0
429; 3; 0; 0; 1; 1; 1; 0; 1; 0
434; 10; 0; 0; 1; 1; 1; 0; 1; 0
468; 2; 0; 0; 1; 1; 1; 0; 1; 0
473; 4; 0; 0; 1; 1; 1; 0; 1; 0
482; 4; 0; 0; 1; 1; 1; 0; 1; 0
493; 2; 0; 0; 1; 1; 1; 0; 1; 0
528; 2; 0; 0; 1; 1; 1; 0; 1; 0
543; 20; 0; 0; 1; 1; 1; 0; 1; 0
