
Scenario Summaries

Total of vehicles entered: 6074
Total of vehicles detected: 6074

SECTIONS
Total inferences: 1141
FPR:  1022
FPR2: 1032
ER:   1105,91532809296
CR:   292,77019354914
FPR RATIO:   0,895705521472393
FPR2 RATIO:   0,904469763365469

TRIPS
Total inferences: 1093
FPR:  1023
FPR2: 1032
ER:   1057,91532809296
CR:   272,328319034766
FPR RATIO:   0,935956084172004
FPR2 RATIO:   0,944190301921317

FLOWS
Link	Tail	Head	RealAll	EstAll	RealInfer	EstInfer	ReInf1	Estinf1	ReInf2	Estinf2	ReInf3	Estinf3
0	509	519	505	412,714285714285	85	84,7142857142857	25	25	49	49,7142857142857	11	10
1	509	539	335	275,285714285714	74	74,2857142857143	14	14	46	45,2857142857143	14	15
2	519	534	616	586,543722943723	99	98,5437229437229	14	15,1929292929293	72	69,9507936507936	13	13,4
3	519	906	327	269,513744588744	86	104,513744588744	28	33,2593434343435	43	52,9634920634921	15	18,2909090909091
4	529	519	150	163,343181818182	45	63,3431818181819	15	21,4522727272727	19	26,2	11	15,6909090909091
5	529	539	84	77,0330086580087	31	29,0330086580087	7	6,81792929292929	18	17,0150793650794	6	5,2
6	534	529	597	574,47541296423	160	157,475412964229	44	44,070202020202	89	84,7525793650793	27	28,6526315789474
7	534	922	225	226,637770562771	73	74,6377705627706	11	12,1582070707071	48	47,6795634920635	14	14,8
8	534	1067	0	0,579166666666667	0	0,579166666666667	0	0,180555555555556	0	0,398611111111111	0	0
9	534	1100	97	92,3720238095238	18	15,3720238095238	5	3,28472222222222	10	8,58730158730159	3	3,5
10	534	1201	106	102,57874800638	22	22,5787480063796	8	8,29987373737374	13	13,1736111111111	1	1,10526315789474
11	534	1114	51	53,8630952380952	9	13,8630952380952	4	5,11805555555556	4	6,24503968253968	1	2,5
12	539	529	108	81,1818181818182	0	0,181818181818182	0	0,0909090909090909	0	0	0	0,0909090909090909
13	539	922	203	194,898701298701	50	49,8987012987013	6	5,85454545454545	35	34,3714285714286	9	9,67272727272727
14	539	1067	0	0,469318181818182	0	0,469318181818182	0	0,0909090909090909	0	0,2875	0	0,0909090909090909
15	539	1100	60	48,2174783549784	2	3,21747835497836	0	0,390782828282828	1	1,25396825396825	1	1,57272727272727
16	539	1201	30	17	0	0	0	0	0	0	0	0
17	539	1114	251	216,551406926407	69	65,5514069264069	17	16,3907828282828	39	37,3878968253968	13	11,7727272727273
18	539	1114	0	0	0	0	0	0	0	0	0	0
19	906	913	304	256,381493506493	97	99,3814935064935	30	30,8901515151515	53	55,5095238095238	14	12,9818181818182
20	906	946	172	158,542857142857	22	23,5428571428572	8	8,16666666666667	12	12,9761904761905	2	2,4
21	913	943	122	118,184011164274	58	60,1840111642744	13	15,310101010101	31	29,9361111111111	14	14,9377990430622
22	913	1067	162	157,07993848257	42	48,0799384825701	10	11,8901515151515	26	29,1845238095238	6	7,00526315789474
23	913	1100	454	426,708780473912	157	158,708780473912	31	32,1449494949495	97	98,4676587301587	29	28,0961722488038
24	922	913	580	573,304155274551	195	199,30415527455	36	39,2732323232323	118	116,47876984127	41	43,5521531100479
25	922	946	574	530,495215311006	263	243,495215311005	74	66,439393939394	140	131,133333333333	49	45,9224880382776
26	943	913	131	118,287081339713	23	26,2870813397129	1	2,18181818181818	19	21,6	3	2,50526315789474
27	943	946	354	330,335027910686	93	99,3350279106857	30	33,110101010101	43	43,2986111111111	20	22,9263157894737
28	946	906	243	228,410606060606	129	114,410606060606	39	34,7974747474748	65	58,5222222222222	25	21,0909090909091
29	946	534	659	641,962494303943	212	214,962494303941	68	67,9186868686869	108	106,885912698413	36	40,1578947368421
30	1067	922	665	608,293281499204	302	275,293281499202	94	84,4816919191919	154	140,511111111111	54	50,3004784688996
31	1067	1100	19	8,68470038733196	0	3,68470038733197	0	1,10959595959596	0	1,56984126984127	0	1,00526315789474
32	1067	1201	86	76,5226076555024	33	30,5226076555024	10	8,76237373737374	17	14,5111111111111	6	7,24912280701754
33	1067	529	172	184,748325358852	45	63,7483253588517	5	10,9272727272727	31	40,2	9	12,6210526315789
34	1067	1114	58	46,1677631578947	21	21,1677631578947	5	5,0625	13	13	3	3,10526315789474
35	1075	943	261	232,438098086124	69	76,4380980861244	23	24,9818181818182	35	38,9625	11	12,4937799043062
36	1075	1067	391	318,70514354067	88	83,7051435406699	16	15,8181818181818	59	55,375	13	12,511961722488
37	1075	1100	110	98,3	4	9,3	0	2	4	6,3	0	1
