
Scenario Summaries

Total of vehicles entered: 5097
Total of vehicles detected: 5097

SECTIONS
Total inferences: 1260
FPR:  943
FPR2: 968
ER:   1222,89296755726
CR:   278,40198788435
FPR RATIO:   0,748412698412698
FPR2 RATIO:   0,768253968253968

TRIPS
Total inferences: 1209
FPR:  920
FPR2: 998
ER:   1171,89296755726
CR:   256,624879433104
FPR RATIO:   0,76095947063689
FPR2 RATIO:   0,825475599669148

FLOWS
Link	Tail	Head	RealAll	EstAll	RealInfer	EstInfer	ReInf1	Estinf1	ReInf2	Estinf2	ReInf3	Estinf3
0	509	519	384	127,021739130435	101	77,0217391304348	38	27,5	50	38,5	13	11,0217391304348
1	509	539	280	172,978260869565	81	104,978260869565	18	29,5	47	57,5	16	17,9782608695652
2	519	529	199	93,8946488294314	21	10,8946488294314	6	2,5	13	6,5	2	1,89464882943144
3	519	549	344	190,542730670864	130	123,542730670864	37	33,5	77	74,8749999999999	16	15,1677306708637
4	519	906	247	70,5853542308785	53	47,5853542308785	21	16,5	22	20,2097222222222	10	10,8756320086563
5	529	519	128	86,0009946007389	35	37,0009946007388	13	12	15	17,0847222222222	7	7,91627237851662
6	529	539	66	26,4380073671785	17	13,4380073671785	2	2	12	7,85	3	3,58800736717852
7	539	529	101	61,5434782608696	2	11,5434782608696	1	4,5	1	6,5	0	0,543478260869565
8	539	549	281	144,277311626992	105	96,2773116269919	27	28	54	43,0625	24	25,2148116269919
9	539	1114	222	140,595478348882	74	93,5954783488822	17	24	42	54,7875	15	14,8079783488822
10	549	913	316	155,155002787068	120	116,155002787068	34	31,6	62	65,8666666666667	24	18,6883361204013
11	549	946	133	85,8285024154589	57	47,8285024154589	8	9,3	30	21,9111111111111	19	16,6173913043478
12	549	1044	344	187,271721038941	151	149,271721038941	39	44,1	90	73,2111111111111	22	31,9606099278296
13	549	1142	160	117,812955465587	54	55,8129554655871	15	13	30	30,9	9	11,912955465587
14	906	913	240	108,478249393403	76	76,4782493934029	25	21,5	35	35,1416666666667	16	19,8365827267362
15	906	946	155	65,3765492819201	20	22,3765492819201	4	4	13	15	3	3,37654928192013
16	913	943	85	31,3651037226485	18	23,3651037226485	5	5	5	11,0888888888889	8	7,27621483375959
17	913	1067	129	96,756268961554	44	50,756268961554	11	13,6	27	28,8	6	8,35626896155399
18	913	1100	330	174,098741418764	130	116,098741418764	42	30,5	58	57,95	30	27,6487414187643
19	943	913	117	89,9453947368421	18	28,9453947368421	1	4	14	19,975	3	4,97039473684211
20	943	946	272	149,300776237268	72	81,3007762372684	16	20,5	34	35,9916666666667	22	24,8091095706017
21	946	906	199	154,269444444444	97	105,269444444444	28	30	41	44,9319444444445	28	30,3375
22	946	529	252	84,635454208674	50	44,635454208674	8	10,4333333333333	32	24,6486111111111	10	9,55350976422958
23	946	549	197	129,984388809505	93	87,9843888095049	19	18	51	45,0972222222222	23	24,8871665872827
24	1044	1067	190	150,786931656721	86	80,7869316567207	19	15,4	42	40,0319444444445	25	25,3549872122762
25	1044	1100	286	157,165728900256	94	111,165728900256	18	28,6	64	61,8	12	20,7657289002558
26	1044	1201	214	125,575081699346	92	85,5750816993464	37	34,2	33	29,3986111111111	22	21,9764705882353
27	1067	913	183	123,641467185654	69	59,6414671856538	18	13	31	26,8555555555556	20	19,7859116300983
28	1067	946	329	167,383459527976	127	122,383459527976	31	28,6333333333333	69	66,775	27	26,9751261946426
29	1067	1044	162	107,235352001799	79	70,2353520017994	25	22,5	34	28,0986111111111	20	19,6367408906883
30	1067	1142	278	144,959131127954	99	96,9591311279544	21	23,0333333333333	57	53,6444444444445	21	20,2813533501765
31	1075	943	224	132,881067251462	57	71,881067251462	12	18,5	37	39,8777777777778	8	13,5032894736842
32	1075	1067	335	162,365987272102	137	121,365987272102	32	33,5	72	56,2986111111111	33	31,5673761609907
33	1075	1100	104	71,4631578947369	1	15,4631578947368	0	5,5	1	4,7	0	5,26315789473684
34	1100	1075	130	62,7768790849673	44	40,7768790849673	7	7	31	26,9430555555556	6	6,83382352941176
35	1100	1176	156	126,05074912879	72	86,0507491287896	22	25,1	34	41,1069444444444	16	19,8438046843451
36	1114	1044	275	165,078052256518	101	116,078052256518	22	24,6	46	60,5111111111111	33	30,9669411454073
37	1114	1142	139	86,7395189848514	29	42,7395189848514	4	9,4	21	26,1875	4	7,15201898485146
38	1142	529	249	125,365420668942	95	99,3654206689423	29	27,5666666666667	47	51,2861111111111	19	20,5126428911646
39	1142	549	172	122,263750599694	63	70,2637505996942	5	10,5	38	36,8541666666667	20	22,9095839330275
40	1142	1114	107	60,2220928924877	29	38,2220928924876	8	8	9	16,9111111111111	12	13,3109817813765
41	1176	1067	332	166,310221953007	128	117,310221953007	37	28,6666666666667	63	63,2430555555556	28	25,4004997307848
42	1176	1100	145	78,1	31	24,1	6	4,5	19	17,6	6	2
43	1176	1201	183	87,7071938424492	42	56,7071938424493	16	18,4333333333333	21	29,3305555555556	5	8,94330495356037
44	1189	1075	279	161,933333333333	80	96,9333333333333	20	32,5	42	38,9333333333333	18	25,5
45	1189	1176	278	128,066666666667	81	64,0666666666667	28	16,5	36	38,0666666666667	17	9,5
46	1201	1044	139	90,9426169590643	25	25,9426169590643	7	7	13	12,4097222222222	5	6,53289473684211
47	1201	1142	256	128,339658582731	84	91,3396585827314	21	19,6333333333333	39	46,3194444444445	24	25,3868808049536
Thanks for chose TyggerSoftware Inc. 2017
