
Scenario Summaries

Total of vehicles entered: 5396
Total of vehicles detected: 5396

SECTIONS
Total inferences: 1411
FPR:  1165
FPR2: 1202
ER:   1317,07074169381
CR:   398,251432520009
FPR RATIO:   0,825655563430191
FPR2 RATIO:   0,851878100637846

TRIPS
Total inferences: 1315
FPR:  1121
FPR2: 1176
ER:   1221,32074169381
CR:   350,46898648157
FPR RATIO:   0,852471482889734
FPR2 RATIO:   0,894296577946768

FLOWS
Link	Tail	Head	RealAll	EstAll	RealInfer	EstInfer	ReInf1	Estinf1	ReInf2	Estinf2	ReInf3	Estinf3
0	509	519	399	197,771428571429	118	107,771428571429	38	36,7142857142857	63	54,3428571428571	17	16,7142857142857
1	509	539	293	187,228571428572	83	93,2285714285715	19	20,2857142857143	44	52,6571428571429	20	20,2857142857143
2	519	534	545	380,962643239114	186	174,962643239114	43	41,4192428486547	109	96,7785247432306	34	36,7648756472286
3	519	906	273	127,441999830235	64	88,4419998302351	20	27,9515045412104	31	46,0457198030728	13	14,4447754859519
4	529	519	132	113,63321449792	40	63,6332144979205	12	19,6564616755793	18	30,4813874034462	10	13,4953654188948
5	529	539	55	34,6889737713268	20	24,6889737713267	5	7,77323444529327	11	12,2787348272642	4	4,6370044987692
6	534	529	444	318,597778537252	175	168,597778537252	42	40,5423520923521	101	94,1229427736007	32	33,9324836712995
7	534	922	195	146,668398268398	117	102,668398268398	30	24,4727453102453	63	51,4706349206349	24	26,7250180375181
8	534	1067	0	2,62070707070707	0	2,62070707070707	0	0,667929292929293	0	1,35416666666667	0	0,598611111111111
9	534	1100	77	47,4976190476191	21	19,4976190476191	5	2,77480158730159	11	13,9355158730159	5	2,78730158730159
10	534	1201	86	55,0195108984583	27	26,0195108984583	7	7,82588383838384	15	12,669298245614	5	5,52432881446039
11	534	1114	42	29,9813852813853	13	14,9813852813853	4	1,96094877344877	7	8,67539682539682	2	4,34503968253968
12	539	529	102	59,8636363636364	0	2,86363636363636	0	1,09090909090909	0	1,77272727272727	0	0
13	539	922	174	115,744308632544	60	67,744308632544	10	11,6420168067227	33	37,5677616501146	17	18,5345301757066
14	539	1067	0	1,21363636363636	0	1,21363636363636	0	0,0909090909090909	0	0,835227272727273	0	0,2875
15	539	1100	48	26,4885281385281	7	6,48852813852814	1	0,714195526695527	5	5,42036435786436	1	0,353968253968254
16	539	1201	24	10,3	0	3,3	0	0,5	0	2,1	0	0,7
17	539	1114	210	133,307435701553	65	65,3074357015534	14	15,0209182157712	37	37,2397971309736	14	13,0467203548086
18	539	1114	0	0	0	0	0	0	0	0	0	0
19	906	913	275	157,298777692895	100	104,298777692895	28	32,8970906544436	51	51,7333396995162	21	19,6683473389356
20	906	946	157	93,326050420168	29	36,3260504201681	9	9,71148459383753	16	19,0795518207283	4	7,53501400560224
21	913	943	94	53,396181630547	34	39,396181630547	8	10,888651218063	15	16,0771140194515	11	12,4304163930325
22	913	1067	138	121,036321865269	50	64,0363218652693	10	21,0254329004329	32	35,6256474519633	8	7,38524151287309
23	913	1100	349	239,157975375158	166	163,157975375158	52	51,141656056362	78	73,4802958264645	36	38,5360234923316
24	922	913	501	376,616634724065	253	251,616634724065	78	78,4313767931416	117	111,252641574971	58	61,9326163559523
25	922	946	502	338,932098070488	300	250,932098070487	69	54,9299465240643	165	134,772176877131	66	61,2299746692936
26	943	913	120	93,6750664540138	18	31,6750664540139	1	8,72727272727273	14	18,1970760233918	3	4,75071770334928
27	943	946	286	216,347435656878	104	125,347435656878	29	33,8410576351753	54	65,3648735810114	21	26,1415044406918
28	946	906	221	174,182828282828	131	118,182828282828	36	34,6570707070708	64	51,7671717171718	31	31,7585858585859
29	946	534	542	405,422755864706	260	252,422755864706	68	60,8254180460064	141	137,449430561698	51	54,1479072570018
30	1067	922	585	413,467978547081	357	301,467978547081	98	84,9700906120025	184	148,94797393439	75	67,5499140006881
31	1067	1100	14	12,2478022149849	0	10,2478022149849	0	2,81770223240811	0	4,19189395056268	0	3,23820603201408
32	1067	1201	76	44,1635237827189	28	28,1635237827189	9	9,60108437314319	12	10,2136136910905	7	8,34882571848516
33	1067	529	125	98,6587328392283	40	66,6587328392283	7	17,0754010695187	21	36,5275197798418	12	13,0558119898677
34	1067	1114	42	24,133444350627	12	17,133444350627	2	5,84899732620321	7	7,56153680770554	3	3,72291021671827
35	1075	943	246	172,626320480345	77	106,626320480345	21	29,679679144385	47	62,4848355849518	9	14,4618057510085
36	1075	1067	329	176,960366826156	118	112,960366826156	19	19,6575757575758	73	67,5749202551836	26	25,7278708133971
37	1075	1100	108	73,9111111111111	6	12,9111111111111	1	4,2	5	8,61111111111111	0	0,1
38	1100	1075	136	99,0755761953905	48	61,0755761953906	6	10,9372549019608	34	38,848644729024	8	11,2896765644057
39	1100	1176	171	144,874539512775	96	103,874539512775	32	33,9433155080214	48	53,16357694593	16	16,7676470588235
