
Scenario Summaries

Total of vehicles entered: 6109
Total of vehicles detected: 6109

SECTIONS
Total inferences: 1240
FPR:  1172
FPR2: 1172
ER:   1198,78873237392
CR:   163,632346180538
FPR RATIO:   0,945161290322581
FPR2 RATIO:   0,945161290322581

TRIPS
Total inferences: 1211
FPR:  1147
FPR2: 1159
ER:   1169,78897313612
CR:   157,705646265115
FPR RATIO:   0,947151114781173
FPR2 RATIO:   0,957060280759703

FLOWS
Link	Tail	Head	RealAll	EstAll	RealInfer	EstInfer	ReInf1	Estinf1	ReInf2	Estinf2	ReInf3	Estinf3
0	509	519	505	412,044564926697	138	137,044564926697	49	48,3988216357114	68	67,9276868446459	21	20,7180564463401
1	509	539	330	275,955435073303	75	75,9554350733026	19	19,6011783642886	40	40,0723131553541	16	16,2819435536599
2	519	529	220	197,365674847342	7	7,36567484734205	0	0,162803673923687	6	6	1	1,20287117341837
3	519	549	410	391,330414161702	147	145,330414161702	52	50,6438663894863	74	73,6090630844001	21	21,0774846878152
4	519	906	327	252,054499774155	83	84,0544997741551	28	28,9781287066169	40	40,2686286869209	15	14,8077423806173
5	529	519	147	142,706023856501	42	42,7060238565013	15	15,3859771343154	16	16,9500049266751	11	10,3700417955108
6	529	539	87	73,2004952396118	31	24,2004952396118	6	5,17946091448237	20	15,6794912248241	5	3,34154310030531
7	539	529	108	81,899717931751	0	0,899717931750942	0	0,00253772934910313	0	0,710017333314185	0	0,187162869087654
8	539	549	340	323,547100334904	85	83,5471003349045	19	19,4646558111195	46	45,3540057607291	20	18,7284387630559
9	539	1114	242	211,709112046259	84	78,7091120462589	22	21,3134457383023	44	39,6877812861349	18	17,7078850218217
10	549	913	379	372,548728424953	107	116,548728424953	25	31,4452063388586	61	64,1372999861485	21	20,9662220999457
11	549	946	158	159,390009467989	54	60,3900094679886	7	8,0611264777315	34	35,4553676332912	13	16,8735153569659
12	549	1044	410	389,964158350204	157	151,964158350204	59	53,1228678338819	74	73,3889322412034	24	25,4523582751184
13	549	1142	183	179,013306960622	50	55,0133069606222	11	12,1946875985929	31	33,0742427841927	8	9,74437657783656
14	906	913	300	253,643866971747	103	101,643866971747	31	30,446415954698	57	55,602336899325	15	15,5951141177243
15	906	946	182	160,151083828474	24	27,1510838284741	5	6,15465105397585	16	17,177344529651	3	3,81908824484725
16	913	943	123	118,397194396466	59	60,3971943964658	14	15,0651346115953	33	33,2785722057041	12	12,0534875791664
17	913	1067	157	157,276334265432	52	56,2763342654325	13	12,4759636473244	29	31,6304243489556	10	12,1699462691525
18	913	1100	454	431,265078760715	135	141,265078760716	33	39,9478529582854	75	75,5397017239792	27	25,7775240784508
19	943	913	129	116,290812218963	29	30,2908122189631	3	3,00226663197926	21	21,5762852860845	5	5,71226030089928
20	943	946	362	320,916997421493	77	76,9169974214931	21	21,9435833509537	37	36,3540937733785	19	18,6193202971609
21	946	906	243	243,740451026066	129	129,740451026066	42	41,6229383020569	62	61,5110527420551	25	26,6064599819542
22	946	529	354	313,237710033438	93	87,2377100334378	23	22,7559908595709	54	51,2879178129229	16	13,193801360944
23	946	549	239	240,741351645185	69	80,7413516451853	19	21,4619278851535	39	45,3200131574456	11	13,9594106025863
24	1044	1067	218	222,827979802905	68	74,8279798029045	20	21,5725039281124	34	38,5388394636022	14	14,7166364111899
25	1044	1100	370	344,964910519359	93	96,9649105193592	22	21,9902270449893	52	53,9589296837027	19	21,0157537906672
26	1044	1201	250	237,03329565706	127	119,03329565706	53	45,2623722579864	54	52,0535678193104	20	21,7173555797628
27	1067	913	209	201,455199806951	58	60,4551998069506	17	18,5950622916694	28	29,1327761070808	13	12,7273614082004
28	1067	946	415	380,261421986734	174	171,261421986733	58	56,6814961641201	84	84,1321777761029	32	30,4477480465105
29	1067	1044	203	193,439308023087	91	93,4393080230867	25	23,9145921123158	51	52,3418465420327	15	17,1828693687382
30	1067	1142	347	334,930665225594	107	110,930665225594	18	18,5921073125874	67	69,2071657611695	22	23,1313921518373
31	1075	943	261	224,81061524399	59	58,8106152439904	20	19,8807153713377	29	28,6518068537589	10	10,2780930188938
32	1075	1067	409	387,422603573682	148	150,422603573682	30	30,7512688902998	95	93,9937787271109	23	25,6775559562713
33	1075	1100	110	84,7100835919492	4	3,71008359194921	0	0,000604428966853633	4	3,70947916298235	0	0
34	1100	1075	162	154,053295888879	42	43,0532958888791	8	7,38035822215256	24	24,3047562705728	10	11,3681813961537
35	1100	1176	198	204,970052857419	77	86,9700528574189	19	26,9292791116843	48	49,6762402170274	10	10,3645335287073
36	1114	1044	346	308,577286848329	98	100,577286848329	30	29,3091043904459	44	46,6897918906216	24	24,5783905672618
37	1114	1142	166	142,166323476074	37	37,1663234760736	9	10,197581763419	24	21,6685331188343	4	5,30020859382036
38	1142	529	351	329,403416283582	122	120,403416283582	34	33,6441057859541	66	64,6315610052621	22	22,1277494923661
39	1142	549	199	203,297337061976	62	69,2973370619758	8	9,25343816330568	40	40,772760642261	14	19,2711382564091
40	1142	1114	166	162,034498278144	60	68,0344982781439	17	18,1932404155625	26	30,6705437233209	17	19,1707141392605
41	1176	1067	380	331,559677400346	157	149,559677400346	53	50,9835214149561	71	69,6509236467172	33	28,9252323386728
42	1176	1100	162	145,083275874274	12	13,0832758742742	1	1,37095290159517	9	8,77288591693601	2	2,93943705574302
43	1176	1201	264	238,437093062057	47	62,4370930620562	21	29,3225743266813	18	22,2021221800949	8	10,9123965552801
44	1189	1075	323	290,890006520742	84	84,8900065207425	28	29,2522304684517	41	40,0503084732794	15	15,5874675790114
45	1189	1176	365	320,109993479258	98	97,1099934792575	43	41,7477695315483	37	37,9496915267206	18	17,4125324209886
46	1201	1044	163	157,845432757704	21	23,8454327577038	5	6,47853889444462	14	15,1307662927577	2	2,23612757050149
47	1201	1142	323	300,624955961412	98	102,624955961412	28	27,106407690223	48	50,1249237066476	22	25,3936245645414
Thanks for chose TyggerSoftware Inc. 2017
