MAC; alternativas; MasProb; Elección; MaxProb; ElecProb; velocidad
4; 2; 0; 0; 1; 1; 9,32147264498352
7; 2; 0; 0; 1; 1; 7,03127488115771
21; 2; 0; 0; 1; 1; 14,0261431922664
22; 2; 0; 0; 1; 1; 9,3684600331281
32; 10; 0; 0; 1; 1; 11,2809050151125
37; 2; 0; 0; 1; 1; 10,5575837886828
40; 10; 0; 0; 1; 1; 9,31775193151025
46; 10; 0; 0; 1; 1; 14,1225603102002
47; 2; 0; 0; 1; 1; 9,36908281964695
47; 18; 0; 0; 1; 1; 7,03529217211328
54; 2; 0; 0; 1; 1; 10,6031668030752
64; 16; 0; 0; 1; 1; 10,5231227767188
66; 2; 0; 0; 1; 1; 8,44621828210003
68; 2; 0; 0; 1; 1; 14,1392894865762
70; 10; 0; 0; 1; 1; 14,0990981810611
70; 2; 0; 0; 1; 1; 5,61210102073898
71; 2; 0; 0; 1; 1; 7,02681211473522
71; 18; 0; 0; 1; 1; 5,62823373769062
74; 19; 0; 0; 1; 1; 14,1070205567191
77; 2; 0; 0; 1; 1; 10,6036338636493
77; 2; 0; 0; 1; 1; 7,01512627592372
86; 2; 0; 0; 1; 1; 14,1380636960632
86; 10; 0; 0; 1; 1; 5,62424289181327
89; 2; 0; 0; 1; 1; 7,03005549358646
92; 2; 0; 0; 1; 1; 10,4865622254238
92; 2; 0; 0; 1; 1; 8,44621828210003
98; 19; 0; 0; 1; 1; 5,63118672786451
106; 2; 0; 0; 1; 1; 7,06804157305251
109; 19; 0; 0; 1; 1; 7,02634502484776
113; 2; 0; 0; 1; 1; 9,35350170118998
113; 10; 0; 0; 1; 1; 8,0577892965089
117; 18; 0; 0; 1; 1; 14,1307545467087
128; 2; 0; 0; 1; 1; 7,03604075298787
128; 18; 0; 0; 1; 1; 7,03189740248644
144; 2; 0; 0; 1; 1; 13,9942969125679
144; 10; 0; 0; 1; 1; 5,6207413716041
158; 23; 1; 0; 1; 0; 8,42020344544312
159; 2; 0; 0; 1; 1; 9,42869726767478
159; 2; 0; 0; 1; 1; 9,4124186186658
