MAC; alternativas; MasProb; Elección; MaxProb; ElecProb; velocidad
21; 2; 0; 0; 1; 1; 12,823902347215
32; 10; 0; 0; 1; 1; 11,2809050151125
46; 10; 0; 0; 1; 1; 15,0220457055629
54; 10; 0; 0; 0,998287443961786; 0,998287443961786; 6,95421785492364
68; 19; 0; 0; 0,999994343058772; 0,999994343058772; 9,0493212952375
69; 10; 0; 0; 1; 1; 15,0674791931781
74; 13; 0; 0; 1; 1; 12,9276018503106
77; 16; 2; 0; 0,526604266254136; 0,288680302087043; 5,0130126865995
113; 10; 0; 0; 1; 1; 15,0412066868166
158; 21; 0; 0; 1; 1; 11,1859788881209
176; 25; 4; 0; 0,401961517935976; 0,0704323817965812; 7,82399363189568
191; 10; 0; 0; 1; 1; 12,7817986792346
213; 2; 1; 0; 0,784995428032215; 0,215004571967785; 6,43223769395772
231; 10; 0; 0; 0,988272824883114; 0,988272824883114; 6,02698880760049
235; 10; 0; 0; 0,999998482890547; 0,999998482890547; 9,04048751590685
244; 10; 0; 0; 0,999726087732555; 0,999726087732555; 8,21862110127339
244; 19; 0; 0; 0,998169157586446; 0,998169157586446; 6,3908993396173
257; 16; 0; 0; 1; 1; 14,9602882467209
268; 17; 0; 0; 0,981057248736723; 0,981057248736723; 5,61921209245106
277; 2; 1; 0; 0,942879137725119; 0,0571208622748805; 5,29713692443577
302; 10; 0; 0; 1; 1; 15,0674791931781
304; 10; 0; 0; 0,496653879121341; 0,496653879121341; 6,41121995434511
321; 17; 0; 0; 0,998651854255724; 0,998651854255724; 7,49395574873619
321; 10; 0; 0; 1; 1; 12,8924628744142
332; 19; 0; 0; 0,999915354242322; 0,999915354242322; 7,54110107936458
340; 19; 0; 0; 1; 1; 12,8872016780814
352; 13; 0; 0; 0,988825101062958; 0,988825101062958; 5,65582580951087
363; 20; 0; 0; 1; 1; 11,2709013206505
365; 2; 1; 0; 0,607985867417421; 0,392014132582579; 8,981550341806
372; 18; 0; 0; 1; 1; 9,93929750353649
379; 16; 0; 0; 1; 1; 11,2128235288417
386; 10; 0; 0; 0,95385438152938; 0,95385438152938; 5,96483938364282
412; 16; 0; 0; 1; 1; 9,96695424785928
428; 16; 0; 0; 0,929915528672263; 0,929915528672263; 5,63963927242444
445; 19; 0; 0; 1; 1; 12,7839698656506
454; 10; 1; 0; 0,420821314262964; 0,201076853468469; 7,11395475598868
463; 19; 0; 0; 1; 1; 11,2194239950308
468; 16; 0; 0; 1; 1; 11,2202161850407
482; 2; 0; 0; 1; 1; 14,9506891388576
498; 18; 0; 0; 0,99836861781118; 0,99836861781118; 6,3895483951306
510; 18; 0; 0; 0,999971441950584; 0,999971441950584; 8,18238483173393
528; 20; 0; 0; 0,999837072345257; 0,999837072345257; 7,52166783989366
541; 2; 0; 0; 0,63993015367343; 0,63993015367343; 5,99899148556841
543; 10; 0; 0; 0,99999357788442; 0,99999357788442; 10,0449813460008
546; 18; 0; 0; 0,999549753815635; 0,999549753815635; 6,88105211783295
570; 3; 1; 0; 0,770459549962832; 0,0221483493875085; 9,65342424805833
615; 2; 0; 0; 1; 1; 12,823902347215
620; 23; 0; 0; 0,99998010824345; 0,99998010824345; 9,67216480787073
630; 10; 0; 0; 1; 1; 11,2809050151125
647; 2; 0; 0; 0,755436679944627; 0,755436679944627; 5,29322778138389
666; 19; 0; 0; 1; 1; 9,94139897273803
673; 11; 2; 0; 0,591822852498789; 0,243625948051292; 9,62259345402243
679; 16; 0; 0; 1; 1; 9,96695424785928
684; 13; 0; 0; 1; 1; 18,0986425904348
692; 19; 1; 0; 0,3935849577511; 0,214665895118672; 7,49346328656561
718; 2; 0; 0; 1; 1; 12,8872016783743
730; 10; 0; 0; 0,998280905944401; 0,998280905944401; 7,12579058516241
734; 2; 0; 0; 0,999863136729331; 0,999863136729331; 6,93471201236523
794; 2; 0; 0; 0,542310856197603; 0,542310856197603; 9,0044380944703
814; 11; 1; 0; 0,353123286384668; 0,304141584833314; 4,64538994332117
817; 10; 0; 0; 0,999964138485185; 0,999964138485185; 9,04048321140073
826; 16; 0; 0; 1; 1; 15,0390380597985
827; 10; 0; 0; 0,999999965511929; 0,999999965511929; 12,3081837380078
828; 10; 0; 0; 1; 1; 14,912098459107
830; 16; 0; 0; 1; 1; 9,96695424785928
830; 2; 0; 0; 0,596046224418373; 0,596046224418373; 6,42749087739473
846; 19; 0; 0; 1; 1; 12,8872016780814
875; 22; 0; 0; 1; 1; 12,2206653974489
881; 23; 0; 0; 0,999483229603218; 0,999483229603218; 7,96531219471707
882; 2; 0; 0; 0,504355253820264; 0,504355253820264; 5,99382623194315
886; 10; 0; 0; 1; 1; 11,2809050151125
914; 2; 1; 0; 0,83698707134372; 0,16301292865628; 6,00342184769387
919; 10; 0; 0; 1; 1; 10,0274711245444
923; 21; 0; 0; 0,961762271448559; 0,961762271448559; 5,96585540699783
928; 19; 0; 0; 1; 1; 12,7817986792346
935; 2; 1; 0; 0,949198796334557; 0,0508012036654429; 11,2493468224031
960; 10; 0; 0; 1; 1; 14,9134760016434
987; 18; 0; 0; 0,992657988451258; 0,992657988451258; 5,59085484573927
991; 19; 0; 0; 0,99999154503083; 0,99999154503083; 9,0493212952375
1007; 20; 0; 0; 1; 1; 11,2709013206505
1051; 2; 1; 0; 0,985926446668804; 0,0140735533311956; 4,73954356396885
1070; 16; 0; 0; 1; 1; 12,8906040512559
1070; 10; 0; 0; 1; 1; 11,212224664152
1090; 2; 1; 0; 0,567771658951718; 0,432228341048282; 5,28779707913684
1090; 2; 0; 0; 0,703866955103005; 0,703866955103005; 5,62405451772039
1092; 2; 0; 0; 0,601081410223599; 0,601081410223599; 6,40289539790262
1093; 16; 0; 0; 1; 1; 12,823104211475
1098; 10; 0; 0; 1; 1; 9,02472401208997
1102; 16; 0; 0; 1; 1; 9,97352549781391
1111; 2; 1; 0; 0,784995428032215; 0,215004571967785; 6,43223769395772
1127; 16; 0; 0; 1; 1; 9,97352549781391
1155; 11; 2; 0; 0,398540017989118; 0,282898612925488; 5,85723079810061
1177; 16; 0; 0; 1; 1; 12,823104211475
1187; 16; 0; 0; 1; 1; 9,96695424785928
1208; 10; 0; 0; 0,999895632595191; 0,999895632595191; 6,94209539391536
1228; 2; 0; 0; 0,724844926229445; 0,724844926229445; 4,73917794445805
1236; 2; 1; 0; 0,723051827688078; 0,276948172311922; 4,08602501569665
1236; 10; 0; 0; 1; 1; 15,0412066868166
1250; 20; 0; 0; 1; 1; 11,2709013206505
1267; 2; 1; 0; 0,569339578464448; 0,430660421535552; 4,49530679426057
1271; 2; 0; 0; 1; 1; 11,2689070200935
1273; 19; 0; 0; 0,999994039055597; 0,999994039055597; 9,0493212952375
1306; 19; 0; 0; 1; 1; 17,8975578119108
1308; 2; 1; 0; 0,887590173669488; 0,112409826330512; 5,628207982213
1315; 20; 0; 0; 1; 1; 12,8810300807434
1316; 10; 0; 0; 0,999954030948158; 0,999954030948158; 9,02600140787238
1331; 18; 0; 0; 1; 1; 14,9089462553047
1342; 16; 0; 0; 1; 1; 11,2665342791647
1364; 16; 0; 0; 0,931662602371005; 0,931662602371005; 5,63963927242444
1370; 16; 0; 0; 1; 1; 9,97352549781391
1370; 10; 0; 0; 1; 1; 12,8760391761967
1376; 2; 0; 0; 1; 1; 15,03506862477
1380; 16; 0; 0; 1; 1; 9,97352549781391
1380; 2; 1; 0; 1; 0; 4,28815846263848
1422; 10; 0; 0; 0,982367432146736; 0,982367432146736; 6,39089933961731
1471; 2; 0; 0; 1; 1; 12,8872016783743
