MAC; alternativas; MasProb; Elección; MaxProb; ElecProb; velocidad
21; 2; 1; 0; 0,586530506999222; 0,413469493000778; 14,0261431922664
32; 10; 0; 0; 1; 1; 11,2809050151125
46; 10; 0; 0; 1; 1; 11,2665342791721
54; 10; 0; 0; 0,99992990247133; 0,99992990247133; 6,27811334125051
68; 19; 0; 0; 1; 1; 9,42637634920573
70; 16; 0; 0; 1; 1; 14,0990981810611
77; 16; 0; 0; 0,981138032334484; 0,981138032334484; 5,63963927242444
98; 2; 0; 0; 1; 1; 4,01983843503138
113; 10; 0; 0; 1; 1; 8,0577892965089
158; 2; 1; 0; 0,794473717657268; 0,205526282342732; 8,42020344544312
176; 10; 2; 0; 0,597729306214135; 0,0880831637667212; 8,44782127273656
191; 10; 2; 0; 0,778869283156772; 0,0449485813434637; 9,35516627376719
213; 2; 0; 0; 0,716941584001791; 0,716941584001791; 4,68981150753662
231; 10; 0; 0; 0,988159041253463; 0,988159041253463; 5,13663818829587
244; 10; 0; 0; 1; 1; 9,41717001187576
273; 19; 0; 0; 0,990463743192778; 0,990463743192778; 5,65582580952344
281; 11; 1; 0; 0,373525133849015; 0,350018101634713; 4,00941393917601
302; 3; 1; 0; 1; 0; 9,38527357450115
321; 17; 0; 0; 0,998712426988723; 0,998712426988723; 6,24496312394683
321; 10; 0; 0; 1; 1; 11,2809050151125
340; 19; 0; 0; 1; 1; 11,2763014683212
352; 10; 1; 0; 0,406660344106949; 0,245975487821882; 6,03928241616025
358; 2; 1; 0; 0,763092870787489; 0,236907129212511; 7,65473040494829
362; 2; 0; 0; 1; 1; 8,02733356117959
363; 20; 10; 0; 0,0507429000082171; 0,0358848998438746; 14,0886266508131
365; 21; 0; 0; 1; 1; 7,98998492008638
379; 16; 0; 0; 1; 1; 11,2128235288417
379; 2; 1; 0; 0,664343060597795; 0,335656939402205; 7,03006814715048
402; 16; 0; 0; 1; 1; 18,7775571319412
412; 16; 0; 0; 1; 1; 11,2128235288417
468; 2; 1; 0; 0,772753765068445; 0,227246234931555; 4,69017331851084
498; 2; 0; 0; 0,600789819096152; 0,600789819096152; 9,37962301507323
503; 2; 1; 0; 0,784372030384403; 0,215627969615597; 4,01366678058979
510; 18; 0; 0; 0,999999707472609; 0,999999707472609; 7,03173696477135
528; 20; 0; 0; 0,999969751521397; 0,999969751521397; 7,05156359990031
543; 10; 0; 0; 1; 1; 8,07186001017923
546; 18; 0; 0; 0,999969668612969; 0,999969668612969; 6,98856855717409
555; 2; 0; 0; 0,963993325450964; 0,963993325450964; 4,00180962368914
615; 2; 0; 0; 1; 1; 11,2209145538131
620; 3; 1; 0; 0,674663611188739; 0,146739563436461; 8,66056665018511
630; 16; 0; 0; 1; 1; 11,2128235288417
630; 10; 0; 0; 1; 1; 11,2809050151125
647; 2; 0; 0; 1; 1; 8,02733356117959
671; 2; 0; 0; 0,661654498098793; 0,661654498098793; 6,24253821842544
673; 11; 2; 0; 0,941093598826562; 0,0434671629431787; 10,524711590337
679; 16; 0; 0; 1; 1; 8,00915966345835
679; 2; 0; 0; 1; 1; 4,32619578286184
692; 19; 1; 0; 0,522845134807539; 0,113165166624052; 7,02512183115526
718; 2; 0; 0; 1; 1; 11,2763014685775
730; 10; 0; 0; 0,999989979670591; 0,999989979670591; 7,0515635999003
794; 11; 2; 0; 0,60154853098412; 0,178987091285991; 6,47674559405356
825; 19; 0; 0; 1; 1; 9,35392291611798
827; 10; 3; 0; 0,105253661856762; 0,0527170432891406; 14,1031271998006
828; 22; 10; 0; 0,0520831913506653; 0,0208090579821423; 12,0024392296373
830; 16; 0; 0; 1; 1; 9,34401960736808
844; 19; 0; 0; 1; 1; 9,34951999585899
881; 3; 1; 0; 0,737974770096749; 0,108837556563402; 9,38228053770054
882; 2; 0; 0; 0,705145466969331; 0,705145466969331; 6,24356899160744
919; 10; 0; 0; 1; 1; 8,0577892965089
923; 2; 0; 0; 0,541845409927086; 0,541845409927086; 5,61346896362875
935; 2; 0; 0; 1; 1; 8,05450104898394
987; 11; 2; 0; 0,483896782460508; 0,218482581006975; 6,01412090876402
991; 19; 0; 0; 1; 1; 8,07975115646205
1007; 20; 0; 0; 1; 1; 9,39241776720872
1015; 13; 0; 0; 1; 1; 11,3116516190217
1018; 3; 0; 0; 0,999141354483233; 0,999141354483233; 5,6206046436487
1051; 2; 1; 0; 0,794756987987639; 0,205243012012361; 4,69017331851084
1092; 2; 0; 0; 0,535253757847886; 0,535253757847886; 6,22503719240532
1093; 16; 0; 0; 1; 1; 11,2202161850407
1098; 10; 0; 0; 1; 1; 11,2809050151125
1102; 16; 0; 0; 1; 1; 9,35018015420054
1111; 10; 1; 0; 0,400361266282829; 0,255382481486939; 5,63666358841623
1127; 16; 0; 0; 1; 1; 9,35018015420054
1138; 10; 1; 0; 0,46577064423037; 0,358549386750136; 5,60981746005197
1155; 2; 1; 0; 0,718255860497377; 0,281744139502623; 6,47707957341778
1183; 2; 0; 0; 0,658085673613727; 0,658085673613727; 6,24800874209192
1224; 2; 1; 0; 0,514169225642952; 0,485830774357048; 14,0705199555325
1250; 20; 0; 0; 1; 1; 11,2709013206505
1267; 20; 0; 0; 1; 1; 8,07334044259562
1271; 2; 0; 0; 1; 1; 11,2689070200935
1273; 19; 0; 0; 0,999968258284939; 0,999968258284939; 7,06978226190429
1281; 19; 0; 0; 0,999986526011135; 0,999986526011135; 7,04768841770077
1315; 20; 0; 0; 1; 1; 9,39241776720872
1329; 17; 0; 0; 0,999955076889783; 0,999955076889783; 7,02558351444018
1331; 18; 0; 0; 1; 1; 13,9771371143482
1338; 16; 0; 0; 0,923723908295837; 0,923723908295837; 5,12694479311313
1342; 16; 0; 0; 1; 1; 11,2665342791647
1347; 11; 2; 0; 0,69093225932256; 0,151194689726342; 7,01647439355802
1354; 19; 0; 0; 1; 1; 11,1859736324442
1370; 16; 0; 0; 1; 1; 11,2202161850407
1370; 10; 0; 0; 1; 1; 14,0831678489652
1376; 2; 0; 0; 1; 1; 14,0953768357219
1380; 16; 0; 0; 1; 1; 9,35018015420054
1380; 2; 1; 0; 0,790813031749553; 0,209186968250447; 4,32939075554846
1431; 18; 0; 0; 1; 1; 7,04660407849692
1438; 2; 0; 0; 1; 1; 3,50336252376883
1471; 2; 1; 0; 0,759035359121657; 0,240964640878343; 12,0528715954319
1474; 19; 0; 0; 1; 1; 8,07975115646205
1478; 20; 0; 0; 0,999949621726332; 0,999949621726332; 6,22005108177243
1484; 20; 0; 0; 1; 1; 7,04431332540654
1495; 10; 0; 0; 0,989475225834593; 0,989475225834593; 5,13663818829587
1527; 10; 7; 0; 0,104127184155824; 0,0628553425975872; 11,212224664152
1573; 16; 0; 0; 1; 1; 7,01263511565041
1576; 16; 0; 0; 0,999999059212275; 0,999999059212275; 6,23345343613369
1576; 2; 1; 0; 0,790813031749553; 0,209186968250447; 4,32939075554846
1581; 19; 0; 0; 0,934026640471656; 0,934026640471656; 4,6747599979295
1587; 19; 0; 0; 1; 1; 7,69397085143373
1588; 20; 0; 0; 0,999997861213847; 0,999997861213847; 7,69261483625488
1597; 19; 0; 0; 1; 1; 9,34951999585899
1607; 19; 2; 0; 0,756264132460903; 0,0953333637954159; 8,03847984507575
1611; 19; 0; 0; 0,999945124966929; 0,999945124966929; 6,23301333057266
1618; 20; 0; 0; 1; 1; 6,23159404235021
