MAC; alternativas; MasProb; Elección; MaxProb; ElecProb; velocidad
21; 2; 0; 0; 0,999999986636798; 0,999999986636798; 18,6524590883961
21; 2; 0; 0; 0,999997839918898; 0,999997839918898; 12,5729410377474
32; 10; 0; 0; 0,999991971906754; 0,999991971906754; 16,1582808268687
35; 2; 0; 0; 0,998253988485116; 0,998253988485116; 8,08261264722958
37; 2; 0; 0; 0,999995277582; 0,999995277582; 14,1361078679021
40; 2; 0; 0; 0,999999981435243; 0,999999981435243; 18,627976802465
46; 10; 0; 0; 0,999952900035093; 0,999952900035093; 17,8390235497265
54; 2; 0; 0; 0,999999138980119; 0,999999138980119; 17,8579651420215
65; 2; 0; 0; 0,999995718521281; 0,999995718521281; 20,3500061355891
65; 2; 0; 0; 0,999991639271006; 0,999991639271006; 14,8906424705371
68; 2; 0; 0; 0,999986284297346; 0,999986284297346; 18,8523859821016
69; 16; 0; 0; 0,999994226075383; 0,999994226075383; 20,5644581680809
74; 12; 0; 0; 0,999974079509941; 0,999974079509941; 19,9613498634013
77; 2; 0; 0; 0,999995173433358; 0,999995173433358; 17,4007204614761
78; 2; 0; 0; 0,999999807407673; 0,999999807407673; 17,4086875907271
89; 2; 0; 0; 0,999997965251983; 0,999997965251983; 20,3377584981459
92; 2; 0; 0; 0,999941281393132; 0,999941281393132; 15,2531814187982
92; 2; 0; 0; 0,999978441637217; 0,999978441637217; 16,1577869955733
98; 2; 0; 0; 0,999999999776819; 0,999999999776819; 22,3359637058055
106; 2; 0; 0; 0,999998567705132; 0,999998567705132; 14,136083146105
108; 2; 0; 0; 0,999989616513072; 0,999989616513072; 19,7428631954805
113; 10; 0; 0; 0,999998370588005; 0,999998370588005; 18,8513276313468
117; 18; 0; 0; 0,999836992557022; 0,999836992557022; 18,8410060622783
133; 2; 0; 0; 0,999904448562121; 0,999904448562121; 9,72561143268942
138; 10; 0; 0; 0,999927143739016; 0,999927143739016; 20,3296405778406
144; 2; 0; 0; 0,9999925023172; 0,9999925023172; 17,2237500462374
146; 16; 0; 0; 0,999994953211111; 0,999994953211111; 13,9779756433504
147; 2; 0; 0; 0,999995935206957; 0,999995935206957; 20,3500061355891
148; 15; 0; 0; 0,999992508580016; 0,999992508580016; 17,4068257248879
