MAC; alternativas; MasProb; Elección; MaxProb; ElecProb; %linkOK; %linkNO; %DistOK; %DistNO
21; 32; 0; 0; 0,999999922431563; 0,999999922431563; 1; 0; 1; 0
32; 20; 0; 0; 0,999997926004415; 0,999997926004415; 1; 0; 1; 0
46; 14; 0; 0; 0,999999992881423; 0,999999992881423; 1; 0; 1; 0
54; 2; 0; 0; 1; 1; 1; 0; 1; 0
68; 21; 0; 0; 0,999999916222001; 0,999999916222001; 1; 0; 1; 0
69; 18; 0; 0; 1; 1; 1; 0; 1; 0
70; 2; 0; 0; 1; 1; 1; 0; 1; 0
71; 10; 0; 0; 0,999999192263981; 0,999999192263981; 1; 0; 1; 0
74; 13; 0; 0; 1; 1; 1; 0; 1; 0
77; 2; 0; 1; 0,985395306273845; 0,0146046937261549; 0; 0; 0,500369451615935; 0,499630548384065
106; 2; 0; 0; 1; 1; 1; 0; 1; 0
113; 20; 0; 0; 0,999991176391802; 0,999991176391802; 1; 0; 1; 0
128; 40; 0; 0; 0,999941677872802; 0,999941677872802; 1; 0; 1; 0
138; 24; 0; 0; 0,999997668679632; 0,999997668679632; 1; 0; 1; 0
153; 2; 0; 0; 0,999905230624205; 0,999905230624205; 1; 0; 1; 0
158; 13; 0; 0; 0,999999998178766; 0,999999998178766; 1; 0; 1; 0
164; 10; 0; 0; 0,99954295067762; 0,99954295067762; 1; 0; 1; 0
172; 10; 0; 0; 1; 1; 1; 0; 1; 0
176; 210; 0; 0; 0,999983810771154; 0,999983810771154; 1; 0; 1; 0
191; 19; 0; 0; 0,999999996752821; 0,999999996752821; 1; 0; 1; 0
196; 3; 0; 0; 0,999996224238382; 0,999996224238382; 1; 0; 1; 0
213; 10; 0; 0; 0,999963730840273; 0,999963730840273; 1; 0; 1; 0
231; 2; 0; 0; 1; 1; 1; 0; 1; 0
235; 18; 0; 0; 1; 1; 1; 0; 1; 0
238; 18; 0; 0; 0,998667397970748; 0,998667397970748; 1; 0; 1; 0
244; 36; 0; 0; 1; 1; 1; 0; 1; 0
257; 3; 2; 1; 0,826145592369346; 0,172170357767148; 0; 0; 0,499559359348612; 0,500440640651388
268; 2; 0; 0; 0,999675090568969; 0,999675090568969; 1; 0; 1; 0
273; 2; 0; 0; 1; 1; 1; 0; 1; 0
277; 190; 0; 0; 0,991955871269473; 0,991955871269473; 1; 0; 1; 0
302; 18; 0; 0; 1; 1; 1; 0; 1; 0
304; 10; 0; 0; 0,999998379454738; 0,999998379454738; 1; 0; 1; 0
321; 3; 2; 1; 0,616997957234931; 0,363260988898336; 0; 0; 0,125174011812684; 0,874825988187316
332; 42; 0; 0; 0,999998411593482; 0,999998411593482; 1; 0; 1; 0
340; 10; 0; 0; 0,999994064257697; 0,999994064257697; 1; 0; 1; 0
351; 21; 0; 0; 0,999975126718641; 0,999975126718641; 1; 0; 1; 0
352; 13; 0; 0; 1; 1; 1; 0; 1; 0
358; 2; 0; 0; 1; 1; 1; 0; 1; 0
362; 3; 0; 0; 1; 1; 1; 0; 1; 0
363; 10; 0; 0; 0,999999989534827; 0,999999989534827; 1; 0; 1; 0
365; 22; 2; 2; 0,943963527879302; 0,943963527879302; 0; 0; 0,14219740768678; 0,85780259231322
372; 40; 0; 0; 0,999527160287329; 0,999527160287329; 1; 0; 1; 0
377; 2; 0; 0; 1; 1; 1; 0; 1; 0
379; 3; 1; 0; 0,527233327108449; 0,471526238759689; 1; 0; 1; 0
380; 3; 1; 0; 0,999720697946434; 0; 1; 0; 1; 0
386; 38; 0; 0; 0,993333489908214; 0,993333489908214; 1; 0; 1; 0
