
Scenario Summaries

Total of vehicles entered: 5702
Total of vehicles detected: 5702

SECTIONS
Total inferences: 2567
FPR:  2226
FPR2: 2226
ER:   2417,49973450944
CR:   653,115507904553
FPR RATIO:   0,867160109076743
FPR2 RATIO:   0,867160109076743

TRIPS
Total inferences: 2245
FPR:  1963
FPR2: 2034
ER:   2095,7833048683
CR:   500,078301869142
FPR RATIO:   0,874387527839644
FPR2 RATIO:   0,906013363028953

FLOWS
Link	Tail	Head	RealAll	EstAll	RealInfer	EstInfer	ReInf1	Estinf1	ReInf2	Estinf2	ReInf3	Estinf3
0	509	519	392	231,195191909206	173	165,195191909206	51	51,0102867855293	100	94,0609076475603	22	20,1239974761168
1	509	539	247	197,804808090793	122	129,804808090793	29	28,9897132144707	70	75,9390923524396	23	24,8760025238832
2	519	534	538	418,089831822209	278	269,089831822209	70	68,5574212821585	165	155,070728146914	43	45,4616823931369
3	519	906	295	181,2821404209	137	148,2821404209	40	43,6492923942431	75	82,3461187551243	22	22,2867292715324
4	529	519	130	112,176780333903	69	79,1767803339028	20	22,1964268908723	33	39,355939254478	16	17,6244141885526
5	529	539	87	54,9949118261846	56	44,9949118261846	9	13,2825262708241	35	21,4623693752947	12	10,2500161800658
6	534	529	456	321,724336053681	197	184,724336053682	38	41,5903262463704	119	104,403598472381	40	38,7304113349311
7	534	922	197	158,854080205607	121	115,854080205607	32	27,3513802204641	65	62,4679102453475	24	26,0347897397957
8	534	1054	366	307,412896091661	242	251,412896091661	71	61,490046488712	139	146,613326002317	32	43,3095236006317
9	539	544	377	315,040600636023	169	182,040600636023	40	43,9034578820782	98	104,057926566899	31	34,0792161870467
10	539	1124	340	233,759119280954	163	146,759119280954	43	44,3687816032166	86	70,3435351608353	34	32,0468025169023
11	544	529	370	277,447356106405	157	168,447356106405	45	47,888626915326	80	86,414710157392	32	34,1440190336872
12	544	922	298	260,049521148755	182	190,049521148755	37	37,5135599069484	97	102,912226009094	48	49,6237352327129
13	544	1054	172	153,000675347613	91	90,0006753476133	15	15,7799021851277	58	55,4106527262626	18	18,810120436223
14	906	939	388	260,548978484638	185	197,548978484638	56	57,7361705818922	93	97,6741576386558	36	42,1386502640904
15	906	976	352	216,142010406962	111	134,142010406962	26	32,6543662086897	65	71,7917089241597	20	29,6959352741126
16	913	943	126	85,1819602397921	96	73,1819602397923	26	20,4718223498004	42	34,5917101782046	28	18,1184277117873
17	913	922	7	16,9883627444816	4	15,9883627444816	0	3,88845610074576	2	6,95539271723253	2	5,14451392650334
18	913	1054	125	110,816041669447	90	93,8160416694467	22	26,8036014890372	51	52,4003480916076	17	14,6120920888019
19	913	1100	351	301,555379660053	235	240,555379660052	76	74,132795681139	115	117,906289397988	44	48,5162945809254
20	922	913	511	413,376936279719	336	316,376936279722	96	87,1269439056104	162	160,698689801208	78	68,551302572904
21	922	906	183	176,549638878952	115	133,549638878952	34	38,8045317126805	56	61,91860100553	25	32,8265061607416
22	922	534	173	144,14998822765	106	104,14998822765	23	22,9518180353781	61	59,7903200741492	22	21,407850118123
23	939	913	421	344,164808034051	218	236,164808034051	53	63,169731715112	121	124,155050583825	44	48,840025735114
24	939	906	37	34,8592095917486	10	15,8592095917486	2	1,93671268365834	7	6,20114680216132	1	7,72135010592897
25	939	534	373	290,751492301091	206	208,751492301091	60	53,92251363801	113	115,623786498982	33	39,2051921640985
26	943	939	399	316,226531442252	182	196,226531442253	46	48,2927874548881	98	100,305826246313	38	47,6279177410511
27	943	976	317	219,857989593038	165	141,857989593038	43	36,3456337913102	82	73,2082910758403	40	32,3040647258873
28	1044	1088	558	501,593981129133	406	411,593981129134	113	111,723741608238	217	217,456824668215	76	82,4134148526836
