MAC; alternativas; MasProb; Elección; MaxProb; ElecProb; velocidad
21; 2; 0; 0; 1; 1; 15,4771235225009
32; 10; 0; 0; 0,998746317869623; 0,998746317869623; 15,0412066868166
46; 10; 0; 0; 0,999971511230226; 0,999971511230226; 15,0220457055629
54; 10; 0; 0; 0,767485343839997; 0,767485343839997; 7,29071226725866
68; 19; 0; 0; 0,967799458032022; 0,967799458032022; 9,83621879917119
74; 13; 0; 0; 0,999383541110805; 0,999383541110805; 14,1395645237772
77; 16; 2; 0; 0,338900899186242; 0,218428740961215; 5,78424540761481
92; 10; 0; 0; 0,815012739290659; 0,815012739290659; 6,99069187577033
108; 18; 0; 0; 0,915876818031598; 0,915876818031598; 7,98693549391325
113; 10; 0; 0; 0,999745244330009; 0,999745244330009; 16,1155785930178
158; 21; 0; 0; 0,991790583704882; 0,991790583704882; 12,0929501493199
164; 2; 1; 0; 0,611157749797128; 0,388842250202872; 6,42700184280331
172; 20; 0; 0; 0,91218846231118; 0,91218846231118; 8,67884750756961
176; 13; 0; 0; 0,931779253929762; 0,931779253929762; 7,93800113615561
191; 10; 0; 0; 1; 1; 18,6401230738838
207; 18; 0; 0; 0,998882272490037; 0,998882272490037; 13,9771371143482
230; 10; 0; 0; 0,649748423715728; 0,649748423715728; 6,04600378445001
231; 10; 0; 0; 0,627262427984175; 0,627262427984175; 6,27811334125051
235; 10; 0; 0; 0,957990722534095; 0,957990722534095; 9,82661686511614
244; 10; 0; 0; 0,909299566668697; 0,909299566668697; 9,61753533127738
244; 19; 0; 0; 0,632360461513813; 0,632360461513813; 6,3908993396173
257; 16; 0; 0; 0,999992878615789; 0,999992878615789; 16,0288802643438
281; 2; 0; 0; 0,803894923799394; 0,803894923799394; 4,28782766403348
302; 10; 0; 0; 1; 1; 16,1437277069765
321; 10; 0; 0; 0,998548535683782; 0,998548535683782; 13,6738242607424
329; 10; 0; 0; 0,977402435215952; 0,977402435215952; 10,7624800135723
333; 19; 0; 0; 0,943658172884069; 0,943658172884069; 8,22665572294318
340; 19; 0; 0; 0,99476212682243; 0,99476212682243; 13,2662370215544
358; 19; 0; 0; 0,997855049284059; 0,997855049284059; 11,1859736324442
363; 20; 0; 0; 0,999761537011617; 0,999761537011617; 16,1012876009292
368; 10; 0; 0; 1; 1; 16,1437277069765
372; 18; 0; 0; 0,992171288630038; 0,992171288630038; 12,7790967902612
377; 19; 0; 0; 0,995614554168909; 0,995614554168909; 11,1840738443303
386; 10; 0; 0; 0,372391359504951; 0,372391359504951; 6,21337435796127
400; 2; 0; 0; 0,999992786189241; 0,999992786189241; 13,2010759456625
402; 16; 0; 0; 1; 1; 19,5939726594169
402; 10; 0; 0; 0,999158053300165; 0,999158053300165; 12,4697175671949
412; 16; 0; 0; 0,996207288188257; 0,996207288188257; 12,4586928098241
428; 16; 0; 0; 0,35829436285758; 0,35829436285758; 5,93646239202573
434; 18; 0; 0; 0,994352378145679; 0,994352378145679; 12,4241218794206
454; 13; 0; 0; 0,929180137448556; 0,929180137448556; 8,0797511564441
463; 19; 0; 0; 0,978391748553058; 0,978391748553058; 12,1291070216549
468; 16; 0; 0; 0,994538200402739; 0,994538200402739; 12,1299634432872
473; 2; 0; 0; 0,99991817855096; 0,99991817855096; 12,1221803828575
482; 2; 0; 0; 1; 1; 16,0185955059188
493; 16; 0; 0; 0,999799217961922; 0,999799217961922; 13,2002543353419
528; 20; 0; 0; 0,879728768930892; 0,879728768930892; 8,46187631988037
543; 10; 0; 0; 0,958340553945001; 0,958340553945001; 10,5121897806985
546; 18; 0; 0; 0,88850401620361; 0,88850401620361; 7,09949821681177
570; 10; 0; 0; 1; 1; 16,7416435479757
574; 2; 0; 0; 0,798819430253435; 0,798819430253435; 15,6912088605246
583; 10; 0; 0; 0,815693915496642; 0,815693915496642; 6,88314276998924
620; 23; 0; 0; 0,93996466576365; 0,93996466576365; 9,95664024339634
630; 10; 0; 0; 0,993749177216123; 0,993749177216123; 12,8924628744142
651; 19; 0; 0; 0,992770446205745; 0,992770446205745; 11,4708449685439
673; 18; 0; 0; 0,998281467903857; 0,998281467903857; 13,5535875048225
679; 16; 0; 0; 0,965703440691662; 0,965703440691662; 10,4305335152016
684; 13; 0; 0; 1; 1; 20,5666393073123
718; 2; 0; 0; 1; 1; 15,5535192670035
730; 10; 0; 0; 0,954649666738283; 0,954649666738283; 8,83649747386051
787; 10; 0; 0; 0,868199112391272; 0,868199112391272; 8,07186001017923
817; 10; 0; 0; 0,931899120812978; 0,931899120812978; 9,41717001187576
826; 16; 0; 0; 1; 1; 17,3527362228444
827; 13; 0; 0; 0,999829501036563; 0,999829501036563; 15,6022780952024
828; 10; 0; 0; 1; 1; 17,2062674528158
846; 19; 0; 0; 0,996490945188043; 0,996490945188043; 13,6682442040257
875; 22; 0; 0; 0,990702071961844; 0,990702071961844; 13,1791489580331
881; 23; 0; 0; 0,931903623888356; 0,931903623888356; 9,67216480787073
886; 10; 0; 0; 0,996826895691607; 0,996826895691607; 12,8924628744142
894; 10; 0; 0; 0,74093513911402; 0,74093513911402; 7,43901214934537
919; 16; 0; 0; 0,995316825986879; 0,995316825986879; 11,2128235288417
919; 10; 0; 0; 0,998757878441825; 0,998757878441825; 15,0412066868166
923; 21; 0; 0; 0,40779890224084; 0,40779890224084; 6,21443271562274
935; 2; 0; 0; 0,999980136206947; 0,999980136206947; 11,2763014685775
960; 10; 0; 0; 0,999598546887949; 0,999598546887949; 14,9134760016434
969; 19; 2; 0; 0,338603160765067; 0,28967255369131; 8,11089858241878
985; 10; 0; 0; 0,891880989673515; 0,891880989673515; 8,04752448512296
991; 19; 0; 0; 0,968187785200536; 0,968187785200536; 9,626937548125
1015; 13; 0; 0; 1; 1; 17,4025409523411
1051; 16; 0; 0; 0,999952376176533; 0,999952376176533; 14,4776983032783
1054; 16; 0; 0; 0,999928003707829; 0,999928003707829; 14,4681593920538
1061; 10; 0; 0; 0,787814430456237; 0,787814430456237; 6,77885272801971
1063; 10; 0; 0; 0,813170511555273; 0,813170511555273; 6,99069187577033
1070; 16; 0; 0; 0,999787669341402; 0,999787669341402; 15,0390380597985
1070; 10; 0; 0; 0,994548378138045; 0,994548378138045; 11,212224664152
1093; 16; 0; 0; 0,999458264707235; 0,999458264707235; 13,6002620424735
1098; 10; 0; 0; 0,998659787757845; 0,998659787757845; 15,0412066868166
1102; 16; 0; 0; 0,998481176896793; 0,998481176896793; 13,2002543353419
1127; 16; 0; 0; 0,998717688506527; 0,998717688506527; 13,2002543353419
1145; 10; 0; 0; 0,89795860093482; 0,89795860093482; 8,77263294214315
1155; 21; 0; 0; 0,573745588745913; 0,573745588745913; 7,10220881785456
1187; 16; 0; 0; 0,999406280593627; 0,999406280593627; 12,4586928098241
1208; 10; 0; 0; 0,722273715188707; 0,722273715188707; 7,27800323555643
1211; 10; 0; 0; 1; 1; 18,6401230738838
1236; 10; 0; 0; 1; 1; 17,3552384847884
