
Scenario Summaries

Total of vehicles entered: 5396
Total of vehicles detected: 5396

SECTIONS
Total inferences: 1411
FPR:  1211
FPR2: 1211
ER:   1339,68452421218
CR:   398,251432520009
FPR RATIO:   0,858256555634302
FPR2 RATIO:   0,858256555634302

TRIPS
Total inferences: 1315
FPR:  1097
FPR2: 1162
ER:   1243,68452425728
CR:   350,46898648157
FPR RATIO:   0,834220532319392
FPR2 RATIO:   0,883650190114068

FLOWS
Link	Tail	Head	RealAll	EstAll	RealInfer	EstInfer	ReInf1	Estinf1	ReInf2	Estinf2	ReInf3	Estinf3
0	509	519	399	213,408993820588	118	123,408993820588	38	40,4732945132323	63	64,1640951207351	17	18,7716041866209
1	509	539	293	171,591006179412	83	77,5910061794117	19	16,5267054867677	44	42,8359048792649	20	18,2283958133791
2	519	534	545	389,726935810275	186	183,726935810275	43	43,2517798734603	109	101,705953493444	34	38,7692024433706
3	519	906	273	113,159688138606	64	74,1596881386058	20	23,2432079053788	31	39,6910107366268	13	11,2254694966002
4	529	519	132	92,4776301282924	40	42,4776301282923	12	13,0216932656068	18	19,2328691093356	10	10,2230677533499
5	529	539	55	33,471687506573	20	23,471687506573	5	7,21769641103166	11	11,8018761817394	4	4,45211491380193
6	534	529	444	322,402322571914	175	172,402322571914	42	42,4502046168525	101	97,3643138737613	32	32,5878040813008
7	534	922	195	159,656216812704	117	115,656216812705	30	25,8853096295726	63	59,5054552776099	24	30,265451905522
8	534	1067	0	8,13585619918134	0	8,13585619918134	0	2,28089608897031	0	2,45678762951863	0	3,3981724806924
9	534	1100	77	43,2543095525865	21	15,2543095525865	5	2,43718729220328	11	10,8983214111049	5	1,91880084927836
10	534	1201	86	56,0621036904882	27	27,0621036904882	7	7,31241408206752	15	14,7477374699802	5	5,00195213844038
11	534	1114	42	30,698475539669	13	15,698475539669	4	4,29359527966689	7	7,29899312478929	2	4,10588713521281
12	539	529	102	57,4077545778849	0	0,407754577884938	0	0,000545771263285651	0	0,406865723572824	0	0,000343083048828505
13	539	922	174	105,792356305505	60	57,7923563055054	10	10,6712847864481	33	32,7919026375221	17	14,3291688815352
14	539	1067	0	0,317166137200126	0	0,317166137200126	0	0,00126173618149005	0	0,0437793579872962	0	0,27212504303134
15	539	1100	48	24,6710660704812	7	4,67106607048122	1	1,13944880934914	5	3,5119855225226	1	0,019631738609477
16	539	1201	24	7,49310885477206	0	0,49310885477206	0	0	0	0,435395924749103	0	0,057712930022957
17	539	1114	210	134,381241740141	65	66,3812417401411	14	12,9318607945573	37	37,4478518946504	14	16,0015290509333
18	539	1114	0	0	0	0	0	0	0	0	0	0
19	906	913	275	153,207790837408	100	100,207790837408	28	32,4144395878085	51	49,9439977779331	21	17,8493534716664
20	906	946	157	98,689242958273	29	41,689242958273	9	10,616531464803	16	22,9962346517859	4	8,07647684168411
21	913	943	94	50,9921164822773	34	36,9921164822773	8	8,552171631573	15	17,2329919704999	11	11,2069528802044
22	913	1067	138	106,858719781867	50	49,8587197818666	10	14,8342951236489	32	29,9758854144782	8	5,04853924373951
23	913	1100	349	242,527266678846	166	166,527266678846	52	51,1646538967788	78	76,472064631264	36	38,8905481508033
24	922	913	501	371,693210026372	253	246,693210026372	78	72,9979815032157	117	113,0926705467	58	60,6025579764565
25	922	946	502	380,81667045385	300	292,81667045385	69	67,4897816048577	165	157,671627345506	66	67,6552615034861
26	943	913	120	89,47710207921	18	27,47710207921	1	6,13869956097643	14	16,6442736916092	3	4,69412882662436
27	943	946	286	195,713780801222	104	104,713780801222	29	30,0892771934448	54	52,1470149891207	21	22,4774886186562
28	946	906	221	189,737345657075	131	133,737345657075	36	39,7877631472328	64	60,2492216930922	31	33,7003608167503
29	946	534	542	416,482348556269	260	263,482348556269	68	65,4078271158727	141	142,56565529332	51	55,5088661470762
30	1067	922	585	468,365780094385	357	356,365780094385	98	97,7624110787527	184	174,129524420383	75	84,4738445952489
31	1067	1100	14	10,7571714202457	0	8,75717142024571	0	1,40010200138524	0	3,6090496449223	0	3,74801977393817
32	1067	1201	76	36,8329919762066	28	20,8329919762066	9	5,57364376306486	12	5,93628285108687	7	9,3230653620549
33	1067	529	125	80,5860430635959	40	48,5860430635959	7	10,6514459376861	21	26,2810310405128	12	11,6535660853969
34	1067	1114	42	20,8783175598366	12	13,8783175598367	2	3,38616707885764	7	6,87519100446817	3	3,61695947651084
35	1075	943	246	150,198766398154	77	84,1987663981544	21	25,6758051228482	47	46,5582967102301	9	11,9646645650762
36	1075	1067	329	190,043602678518	118	126,043602678518	19	22,2637004329328	73	74,9072793661346	26	28,8726228794504
37	1075	1100	108	79,1229839730471	6	18,1229839730471	1	6,41143854965308	5	9,48016278422329	0	2,23138263917072
38	1100	1075	136	90,9588789243663	48	52,9588789243663	6	9,35478370778233	34	34,6732333265126	8	8,93086189007139
39	1100	1176	171	151,080112966898	96	110,080112966898	32	36,4354343899776	48	55,3853393441242	16	18,2593392327965
40	1114	1133	450	285,817633552305	132	136,817633552305	31	31,4656861063766	62	63,6274718211807	39	41,7244756247481
41	1133	1067	191	180,757616931023	108	129,757616931023	32	40,2122259199667	41	39,0806110722327	35	50,4647799388235
42	1133	1100	163	86,2234765691606	33	35,2234765691606	6	6,91823019323381	22	23,5583297409752	5	4,74691663495163
43	1133	1201	34	13,8550381294802	8	6,85503812948023	2	1,73767035833328	5	5,06380895686182	1	0,0535588142851333
44	1133	529	131	65,55319742147	44	43,55319742147	17	16,1371933508366	17	15,9825346532282	10	11,4334694174053
45	1133	922	125	94,6955272676272	57	47,6955272676272	10	7,16875761329993	29	31,3374155566909	18	9,18935409763637
46	1133	1114	43	26,8595987126588	17	15,8595987126588	4	3,85406295329473	6	6,00543579727286	7	6,00009996209124
47	1176	1067	345	185,307342386481	157	130,307342386481	48	33,1813905580465	78	71,3667361210215	31	25,7592157074126
