
Scenario Summaries

Total of vehicles entered: 6052
Total of vehicles detected: 6052

SECTIONS
Total inferences: 5095
FPR:  4932
FPR2: 4937
ER:   5064,37986123335
CR:   1506,62089021686
FPR RATIO:   0,968007850834151
FPR2 RATIO:   0,968989205103042

TRIPS
Total inferences: 3626
FPR:  3443
FPR2: 3484
ER:   3595,37986123335
CR:   768,637182789517
FPR RATIO:   0,949531163816878
FPR2 RATIO:   0,960838389409818

FLOWS
Link	Tail	Head	RealAll	EstAll	RealInfer	EstInfer	ReInf1	Estinf1	ReInf2	Estinf2	ReInf3	Estinf3
0	509	514	433	326	237	232	67	66	139	136	31	30
1	509	524	265	230	176	181	45	46	91	94	40	41
2	514	519	575	497,684467229948	409	409,684467229948	108	108,891666666667	236	228,210526315789	65	72,5822742474916
3	519	534	516	468,18571407616	371	369,18571407616	91	86,7083333333333	217	215,052631578947	63	67,4247491638796
4	519	924	398	312,498753153788	246	248,498753153788	63	68,1833333333334	142	136,157894736842	41	44,157525083612
5	524	539	354	332,152173913044	289	293,152173913044	65	69,1	154	152,1	70	71,9521739130434
6	529	514	321	294,684467229948	223	228,684467229948	53	56,8916666666667	113	111,210526315789	57	60,5822742474916
7	529	524	341	293,152173913043	216	215,152173913043	57	60,1	115	109,1	44	45,9521739130435
8	534	529	465	409,914643842047	303	304,914643842047	66	70,5583333333334	173	168,052631578947	64	66,3036789297659
9	534	549	578	552,578161121869	500	503,578161121868	143	138,966666666667	281	281,052631578947	76	83,5588628762541
10	539	544	340	318,050836120402	240	243,050836120401	47	47,1	145	147	48	48,9508361204013
11	539	1124	329	288,101337792642	237	238,101337792642	68	73	111	106,1	58	59,0013377926421
12	544	529	395	375,921997300945	293	295,921997300945	80	82,4333333333333	156	153,257894736842	57	60,2307692307692
13	544	549	499	479,521621780204	409	413,521621780204	67	67,4666666666667	243	243,473684210526	99	102,58127090301
14	549	922	530	503,263443935928	442	441,263443935928	93	88,5249999999999	250	252,821052631579	99	99,9173913043475
15	549	1054	571	552,836338966146	473	481,836338966145	120	120,908333333333	281	278,705263157895	72	82,2227424749163
16	906	939	347	308,709558176378	272	274,709558176378	76	78,7	146	140,468421052632	50	55,5411371237458
